id,v,w,x,y,z,ts_in,ts_out
19770,0.895,0.748,0.963,0.878,0.985,120,971
19771,0.433,0.655,0.453,0.611,0.366,431,1301
19772,0.44,0.934,0.276,0.394,0.574,38,1784
19773,0.686,0.784,0.582,0.081,0.754,45,1920
19774,0.472,0.089,0.234,0.665,0.342,367,846
19775,0.381,0.08,0.364,0.702,0.753,415,952
19776,0.999,0.209,0.593,0.285,0.69,3,1105
19777,0.964,0.821,0.412,0.516,0.555,386,1495
19778,0.024,0.933,0.064,0.393,0.134,57,817
19779,0.313,0.93,0.365,0.684,0.924,798,1769
19780,0.375,0.392,0.63,0.746,0.741,538,1658
19781,0.497,0.863,0.616,0.456,0.723,374,1939
19782,0.599,0.655,0.516,0.014,0.698,842,1401
19783,0.261,0.442,0.879,0.475,0.09,916,1623
19784,0.782,0.277,0.081,0.271,0.061,233,1964
19785,0.879,0.479,0.44,0.421,0.576,814,1377
19786,0.255,0.648,0.936,0.834,0.177,893,1000
19787,0.621,0.526,0.268,0.925,0.133,520,1206
19788,0.471,0.873,0.904,0.869,0.232,276,585
19789,0.234,0.483,0.186,0.515,0.103,149,1565
19790,0.32,0.162,0.694,0.099,0.988,880,1958
19791,0.816,0.338,0.273,0.045,0.84,523,705
19792,0.068,0.42,0.32,0.413,0.048,646,1554
19793,0.944,0.572,0.883,0.661,0.399,29,1280
19794,0.212,0.274,0.884,0.375,0.852,667,912
19795,0.85,0.454,0.084,0.159,0.904,332,655
19796,0.922,0.222,0.112,0.652,0.855,902,1713
19797,0.936,0.491,0.642,0.111,0.997,933,1337
19798,0.1,0.479,0.851,0.68,0.266,674,803
19799,0.697,0.149,0.129,0.722,0.876,386,687
19800,0.555,0.095,0.851,0.564,0.327,525,803
19801,0.611,0.094,0.526,0.881,0.709,612,1781
19802,0.692,0.687,0.339,0.976,0.39,420,1030
19803,0.794,0.784,0.119,0.231,0.11,824,1847
19804,0.14,0.656,0.107,0.516,0.787,52,1280
19805,0.206,0.438,0.296,0.871,0.311,198,1318
19806,0.488,0.864,0.849,0.003,0.424,402,819
19807,0.973,0.021,0.671,0.424,0.686,276,861
19808,0.103,0.472,0.681,0.989,0.116,612,1472
19809,0.283,0.532,0.108,0.493,0.459,440,1398
19810,0.458,0.795,0.349,0.914,0.132,978,993
19811,0.318,0.17,0.191,0.713,0.221,291,1672
19812,0.11,0.574,0.764,0.597,0.987,228,1098
19813,0.14,0.825,0.558,0.182,0.426,737,893
19814,0.518,0.303,0.561,0.558,0.328,889,1495
19815,0.632,0.005,0.68,0.576,0.529,860,1558
19816,0.698,0.775,0.571,0.632,0.131,558,1210
19817,0.743,0.715,0.63,0.099,0.511,924,1535
19818,0.963,0.474,0.677,0.638,0.02,914,1438
19819,0.914,0.935,0.156,0.317,0.354,69,1872
19820,0.262,0.612,0.152,0.623,0.091,194,1664
19821,0.714,0.348,0.26,0.173,0.813,898,1372
19822,0.925,0.174,0.056,0.617,0.266,477,1946
19823,0.498,0.253,0.478,0.095,0.713,819,1928
19824,0.11,0.255,0.158,0.627,0.571,808,1044
19825,0.12,0.454,0.823,0.092,0.63,732,1557
19826,0.828,0.165,0.374,0.108,0.775,131,1495
19827,0.995,0.487,0.288,0.424,0.223,647,1016
19828,0.993,0.646,0.01,0.52,0.357,281,1778
19829,0.409,0.691,0.267,0.46,0.161,552,1777
19830,0.621,0.392,0.422,0.532,0.927,19,1505
19831,0.917,0.596,0.694,0.001,0.009,931,1073
19832,0.47,0.012,0.008,0.815,0.946,269,994
19833,0.733,0.798,0.097,0.45,0.073,150,559
19834,0.068,0.359,0.721,0.221,0.641,714,1411
19835,0.364,0.437,0.406,0.674,0.468,70,1509
19836,0.867,0.429,0.003,0.28,0.515,372,1670
19837,0.423,0.89,0.841,0.886,0.452,625,1159
19838,0.522,0.255,0.711,0.551,0.396,842,1755
19839,0.179,0.122,0.986,0.459,0.024,117,1808
19840,0.679,0.662,0.207,0.325,0.562,570,794
19841,0.444,0.679,0.017,0.815,0.365,725,1216
19842,0.541,0.491,0.362,0.148,0.219,218,663
19843,0.728,0.773,0.71,0.431,0.985,505,1631
19844,0.65,0.625,0.076,0.47,0.875,15,1816
19845,0.686,0.504,0.476,0.656,0.617,174,1560
19846,0.809,0.243,0.692,0.06,0.943,993,1475
19847,0.207,0.904,0.292,0.805,0.849,809,1977
19848,0.19,0.088,0.827,0.619,0.369,258,1999
19849,0.287,0.898,0.064,0.452,0.748,549,577
19850,0.094,0.625,0.068,0.023,0.843,241,905
19851,0.114,0.867,0.828,0.936,0.88,596,969
19852,0.451,0.447,0.657,0.032,0.106,100,1082
19853,0.067,0.834,0.674,0.446,0.424,54,898
19854,0.85,0.858,0.464,0.103,0.18,575,1950
19855,0.633,0.103,0.088,0.068,0.293,859,1399
19856,0.316,0.868,0.985,0.745,0.07,852,1196
19857,0.371,0.554,0.79,0.639,0.24,704,1863
19858,0.965,0.937,0.962,0.783,0.604,277,1020
19859,0.896,0.94,0.24,0.639,0.694,484,1460
19860,0.21,0.476,0.364,0.119,0.2,207,715
19861,0.495,0.699,0.884,0.456,0.614,376,711
19862,0.572,0.937,0.016,0.964,0.233,788,1622
19863,0.008,0.738,0.412,0.192,0.793,528,1874
19864,0.649,0.177,0.426,0.92,0.97,640,1446
19865,0.06,0.541,0.943,0.016,0.095,562,821
19866,0.404,0.816,0.134,0.907,0.357,212,1662
19867,0.716,0.505,0.925,0.341,0.857,215,1157
19868,0.778,0.926,0.374,0.72,0.629,136,1988
19869,0.681,0.229,0.233,0.563,0.03,418,466
19870,0.501,0.865,0.802,0.92,0.523,661,1430
19871,0.909,0.311,0.541,0.029,0.889,467,1944
19872,0.789,0.372,0.032,0.225,0.248,976,1844
19873,0.236,0.235,0.115,0.055,0.33,101,439
19874,0.714,0.024,0.841,0.081,0.705,831,1142
19875,0.843,0.353,0.836,0.823,0.792,763,1263
19876,0.715,0.37,0.676,0.867,0.218,449,1844
19877,0.064,0.459,0.481,0.891,0.777,902,1423
19878,0.514,0.439,0.232,0.513,0.97,324,581
19879,0.905,0.658,0.437,0.132,0.583,259,1559
19880,0.041,0.141,0.022,0.073,0.469,270,1038
19881,0.171,0.757,0.064,0.382,0.749,752,805
19882,0.496,0.467,0.472,0.465,0.972,636,1911
19883,0.026,0.304,0.921,0.396,0.917,102,447
19884,0.459,0.834,0.79,0.531,0.156,122,410
19885,0.562,0.532,0.287,0.1,0.689,343,519
19886,0.547,0.133,0.423,0.517,0.567,255,1458
19887,0.943,0.046,0.832,0.436,0.748,551,968
19888,0.693,0.968,0.673,0.688,0.098,531,1291
19889,0.875,0.825,0.076,0.52,0.98,224,1108
19890,0.125,0.048,0.229,0.262,0.168,768,1701
19891,0.381,0.341,0.672,0.179,0.548,897,1165
19892,0.566,0.541,0.241,0.191,0.443,767,1091
19893,0.01,0.005,0.046,0.554,0.642,912,1747
19894,0.381,0.927,0.977,0.695,0.285,556,1653
19895,0.921,0.245,0.079,0.968,0.579,725,1186
19896,0.403,0.766,0.26,0.331,0.591,511,1388
19897,0.439,0.103,0.348,0.495,0.763,258,1497
19898,0.455,0.591,0.427,0.547,0.861,114,838
19899,0.009,0.381,0.261,0.776,0.383,117,1951
19900,0.933,0.968,0.607,0.491,0.093,938,1551
19901,0.984,0.621,0.175,0.676,0.844,25,1880
19902,0.793,0.041,0.228,0.27,0.005,28,717
19903,0.996,0.892,0.898,0.333,0.052,637,1940
19904,0.792,0.564,0.859,0.759,0.309,785,1781
19905,0.971,0.769,0.317,0.401,0.86,534,1593
19906,0.428,0.058,0.625,0.287,0.63,607,682
19907,0.911,0.997,0.153,0.048,0.052,239,1910
19908,0.782,0.093,0.839,0.628,0.029,213,1076
19909,0.391,0.4,0.315,0.507,0.691,120,386
19910,0.275,0.906,0.983,0.619,0.192,985,1773
19911,0.128,0.504,0.474,0.116,0.524,784,1749
19912,0.352,0.049,0.853,0.223,0.456,815,1260
19913,0.79,0.181,0.309,0.032,0.162,786,1996
19914,0.356,0.104,0.789,0.525,0.293,159,856
19915,0.91,0.269,0.681,0.892,0.253,545,554
19916,0.618,0.083,0.233,0.469,0.155,972,1811
19917,0.789,0.352,0.131,0.628,0.978,4,1149
19918,0.8,0.172,0.79,0.674,0.768,146,986
19919,0.461,0.193,0.615,0.245,0.517,403,1595
19920,0.013,0.481,0.857,0.961,0.861,445,1022
19921,0.25,0.054,0.023,0.646,0.095,68,1609
19922,0.28,0.291,0.45,0.959,0.261,281,981
19923,0.052,0.413,0.352,0.355,0.667,967,1656
19924,0.926,0.492,0.145,0.184,0.272,201,1667
19925,0.502,0.465,0.732,0.554,0.115,168,1412
19926,0.401,0.799,0.964,0.445,0.86,678,1023
19927,0.216,0.776,0.465,0.453,0.632,489,1377
19928,0.539,0.209,0.065,0.845,0.025,401,1412
19929,0.592,0.919,0.894,0.988,0.431,232,1065
19930,0.938,0.085,0.089,0.897,0.876,989,1508
19931,0.513,0.21,0.983,0.341,0.002,84,865
19932,0.858,0.802,0.455,0.032,0.272,144,461
19933,0.056,0.046,0.755,0.04,0.41,535,1496
19934,0.061,0.372,0.015,0.203,0.652,820,1039
19935,0.205,0.549,0.167,0.51,0.068,399,664
19936,0.077,0.116,0.381,0.457,0.317,819,1931
19937,0.962,0.169,0.727,0.28,0.51,16,823
19938,0.16,0.27,0.965,0.046,0.7,222,517
19939,0.405,0.985,0.689,0.158,0.314,305,1626
19940,0.648,0.558,0.473,0.981,0.76,432,1515
19941,0.063,0.546,0.368,0.472,0.992,810,1338
19942,0.021,0.725,0.8,0.275,0.501,538,1673
19943,0.261,0.855,0.976,0.992,0.977,457,1873
19944,0.558,0.395,0.919,0.576,0.919,162,1600
19945,0.083,0.936,0.611,0.151,0.803,78,625
19946,0.728,0.065,0.527,0.86,0.4,440,1872
19947,0.695,0.816,0.976,0.771,0.091,180,895
19948,0.483,0.007,0.872,0.65,0.26,750,1138
19949,0.94,0.221,0.966,0.579,0.108,917,1909
19950,0.589,0.286,0.104,0.071,0.402,162,1099
19951,0.517,0.259,0.302,0.155,0.142,569,1460
19952,0.858,0.771,0.148,0.733,0.227,386,1919
19953,0.651,0.665,0.871,0.3,0.734,854,1847
19954,0.122,0.43,0.064,0.468,0.684,733,1910
19955,0.815,0.659,0.732,0.139,0.883,254,486
19956,0.793,0.902,0.292,0.465,0.324,924,1707
19957,0.502,0.916,0.008,0.8,0.528,979,1048
19958,0.918,0.433,0.304,0.621,0.624,994,1409
19959,0.92,0.307,0.219,0.988,0.483,74,343
19960,0.141,0.15,0.698,0.128,0.82,707,1470
19961,0.574,0.132,0.097,0.483,0.917,584,888
19962,0.362,0.081,0.574,0.135,0.711,922,1702
19963,0.786,0.234,0.342,1.0,0.365,684,1304
19964,0.746,0.272,0.861,0.842,0.484,120,1533
19965,0.357,0.96,0.077,0.068,0.654,127,241
19966,0.743,0.199,0.356,0.466,0.613,254,879
19967,0.725,0.355,0.957,0.236,0.979,674,1142
19968,0.458,0.551,0.033,0.376,0.254,985,1550
19969,0.924,0.941,0.717,0.51,0.456,566,1455
19970,0.424,0.721,0.892,0.527,0.224,258,398
19971,0.486,0.157,0.219,0.852,0.686,32,644
19972,0.238,0.707,0.929,0.202,0.271,683,1536
19973,0.698,0.182,0.709,0.158,0.942,280,650
19974,0.41,0.636,0.752,0.188,0.55,626,1722
19975,0.926,0.155,0.581,0.496,0.08,478,1566
19976,0.158,0.671,0.717,0.737,0.121,725,1436
19977,0.455,0.753,0.981,0.363,0.91,153,492
19978,0.56,0.472,0.321,0.067,0.358,42,1518
19979,0.459,0.984,0.941,0.073,0.169,279,1728
19980,0.574,0.293,0.498,0.405,0.665,390,467
19981,0.312,0.783,0.845,0.416,0.707,606,755
19982,0.384,0.133,0.906,0.1,0.786,202,665
19983,0.563,0.204,0.84,0.97,0.166,252,1550
19984,0.576,0.846,0.341,0.135,0.064,848,982
19985,0.265,0.433,0.055,0.227,0.242,97,1368
19986,0.774,0.85,0.475,0.469,0.928,460,1780
19987,0.444,0.848,0.377,0.556,0.683,466,746
19988,0.814,0.807,0.405,0.867,0.721,997,1079
19989,0.835,0.937,0.642,0.277,0.742,40,543
19990,0.44,0.021,0.216,0.04,0.641,330,1024
19991,0.227,0.922,0.484,0.063,0.457,48,1474
19992,0.069,0.896,0.993,0.16,0.801,217,373
19993,0.906,0.735,0.852,0.766,0.549,465,1107
19994,0.239,0.197,0.736,0.858,0.005,293,1516
19995,0.261,0.628,0.624,0.668,0.942,621,1024
19996,0.768,0.169,0.436,0.958,0.277,494,643
19997,0.922,0.684,0.781,0.078,0.493,610,1647
19998,0.219,0.263,0.009,0.233,0.137,571,1178
19999,0.043,0.158,0.498,0.128,0.75,127,1701
20000,0.56,0.505,0.509,0.075,0.333,638,1001
20001,0.963,0.725,0.124,0.062,0.4,7,1376
20002,0.1,0.17,0.877,0.81,0.524,120,440
20003,0.398,0.135,0.615,0.314,0.051,405,1450
20004,0.253,0.384,0.624,0.018,0.396,582,1379
20005,0.046,0.276,0.756,0.74,0.442,594,835
20006,0.719,0.652,0.518,0.064,0.028,580,786
20007,0.312,0.769,0.96,0.301,0.529,691,1459
20008,0.567,0.775,0.806,0.713,0.313,652,1641
20009,0.774,0.646,0.122,0.827,0.73,277,1691
20010,0.157,0.535,0.985,0.232,0.294,142,1642
20011,0.413,0.407,0.564,0.971,0.019,747,1231
20012,0.442,0.792,0.229,0.808,0.612,537,1480
20013,0.511,0.105,0.415,0.845,0.227,201,1549
20014,0.846,0.122,0.427,0.89,0.541,410,1695
20015,0.364,0.073,0.365,0.402,0.484,674,770
20016,0.991,0.724,0.389,0.058,0.351,700,1422
20017,0.987,0.944,0.593,0.385,0.906,950,1291
20018,0.748,0.533,0.224,0.84,0.25,577,1632
20019,0.36,0.019,0.522,0.703,0.618,363,404
20020,0.489,0.118,0.21,0.18,0.576,779,1514
20021,0.316,0.014,0.432,0.365,0.828,288,631
20022,0.584,0.417,0.478,0.21,0.52,38,917
20023,0.698,0.575,0.96,0.371,0.352,139,1984
20024,0.514,0.482,0.08,0.51,0.942,287,582
20025,0.264,0.934,0.437,0.877,0.299,287,960
20026,0.061,0.205,0.662,0.656,0.605,23,1035
20027,0.946,0.541,0.273,0.403,0.975,327,922
20028,0.178,0.747,0.868,0.819,0.966,451,1260
20029,0.963,0.169,0.369,0.549,0.629,346,609
20030,0.839,0.996,0.685,0.39,0.576,735,1338
20031,0.144,0.044,0.393,0.413,0.388,71,302
20032,0.488,0.433,0.189,0.721,0.437,853,1207
20033,0.781,0.208,0.591,0.437,0.583,624,1248
20034,0.592,0.289,0.746,0.548,0.16,693,1193
20035,0.614,0.095,0.83,0.322,0.274,599,1602
20036,0.49,0.166,0.332,0.742,0.569,380,1766
20037,0.981,0.174,0.812,0.768,0.55,125,964
20038,0.608,0.782,0.74,0.338,0.265,192,270
20039,0.267,0.608,0.416,0.703,0.138,493,1791
20040,0.257,0.836,0.5,0.337,0.72,944,1166
20041,0.271,0.366,0.422,0.918,0.371,343,880
20042,0.572,0.604,0.142,0.157,0.089,325,1963
20043,0.868,0.932,0.042,0.916,0.825,131,1199
20044,0.305,0.447,0.941,0.821,0.162,463,487
20045,0.653,0.172,0.769,0.442,0.065,786,907
20046,0.829,0.385,0.988,0.23,0.899,103,352
20047,0.716,0.886,0.948,0.492,0.419,343,1973
20048,0.933,0.589,0.037,0.55,0.94,529,1017
20049,0.568,0.153,0.711,0.544,0.811,683,1627
20050,0.248,0.561,0.522,0.418,0.222,63,1654
20051,0.553,0.639,0.424,0.218,0.874,143,617
20052,0.105,0.47,0.985,0.385,0.045,889,1289
20053,0.109,0.647,0.095,0.412,0.464,361,631
20054,0.996,0.284,0.119,0.223,0.925,180,564
20055,0.197,0.091,0.601,0.608,0.146,835,2000
20056,0.076,0.577,0.248,0.577,0.369,156,860
20057,0.173,0.915,0.165,0.441,0.821,331,1919
20058,0.267,0.893,0.363,0.874,0.451,56,1218
20059,0.374,0.899,0.959,0.392,0.334,742,845
20060,0.513,0.26,0.743,0.868,0.611,981,1283
20061,0.297,0.948,0.5,0.949,0.015,124,1521
20062,0.697,0.323,0.669,0.345,0.149,536,1701
20063,0.176,0.092,0.715,0.809,0.68,435,1037
20064,0.618,0.482,0.012,0.669,0.715,986,1986
20065,0.614,0.69,0.192,0.337,0.643,321,796
20066,0.27,0.1,0.561,0.529,0.274,180,1772
20067,0.462,0.589,0.232,0.216,0.574,281,1768
20068,0.407,0.769,0.758,0.787,0.262,468,671
20069,0.523,0.013,0.351,0.621,0.913,458,1966
20070,0.789,0.159,0.526,0.925,0.685,472,1741
20071,0.497,0.575,0.602,0.056,0.367,661,1224
20072,0.485,0.592,0.879,0.915,0.903,731,994
20073,0.329,0.301,0.535,0.774,0.756,788,1859
20074,0.234,0.636,0.733,0.202,0.325,303,1485
20075,0.879,0.354,0.23,0.424,0.796,77,469
20076,0.448,0.356,0.777,0.176,0.499,212,1651
20077,0.74,0.284,0.446,0.293,0.629,778,1128
20078,0.795,0.022,0.372,0.959,0.147,267,338
20079,0.284,0.186,0.31,0.327,0.688,572,616
20080,0.806,0.443,0.844,0.187,0.187,938,1336
20081,0.484,0.31,0.981,0.765,0.153,176,1992
20082,0.202,0.78,0.207,0.917,0.441,205,801
20083,0.036,0.494,0.118,0.032,0.91,758,846
20084,0.75,0.449,0.015,0.727,0.265,495,558
20085,0.743,0.509,0.086,0.402,0.668,124,1992
20086,0.677,0.531,0.854,0.536,0.868,811,1675
20087,0.669,0.602,0.082,0.193,0.538,355,760
20088,0.415,0.372,0.375,0.439,0.521,160,1924
20089,0.677,0.989,0.453,0.692,0.642,451,1526
20090,0.174,0.323,0.378,0.983,0.892,752,1922
20091,0.685,0.837,0.587,0.313,0.005,426,922
20092,0.651,0.374,0.548,0.776,0.629,929,1441
20093,0.919,0.328,0.22,0.477,0.38,713,1118
20094,0.381,0.093,0.071,0.988,0.713,395,903
20095,0.8,0.842,0.811,0.834,0.145,22,1324
20096,0.784,0.023,0.18,0.704,0.297,687,1025
20097,0.82,0.661,0.726,0.07,0.28,468,1833
20098,0.297,0.015,0.026,0.792,0.701,21,81
20099,0.511,0.733,0.597,0.913,0.792,330,1029
20100,0.331,0.403,0.677,0.203,0.86,902,1504
20101,0.026,0.95,0.135,0.842,0.423,161,1998
20102,0.761,0.991,0.69,0.663,0.256,240,1655
20103,0.798,0.731,0.142,0.101,0.395,841,1402
20104,0.743,0.163,0.611,0.265,0.032,757,953
20105,0.628,0.6,0.097,0.746,0.42,446,1457
20106,0.551,0.434,0.443,0.609,0.708,246,491
20107,0.995,0.458,0.927,0.905,0.29,588,1114
20108,0.292,0.883,0.222,0.022,0.359,408,1399
20109,0.143,0.488,0.481,0.288,0.668,578,1709
20110,0.387,0.201,0.954,0.746,0.264,56,1156
20111,0.404,0.759,0.563,0.061,0.293,25,1985
20112,0.433,0.419,0.518,0.342,0.365,96,744
20113,0.764,0.81,0.238,0.182,0.853,72,1827
20114,0.296,0.302,0.19,0.961,0.276,424,1352
20115,0.377,0.174,0.497,0.608,0.917,133,1102
20116,0.157,0.008,0.51,0.567,0.232,293,1111
20117,0.687,0.579,0.508,0.139,0.448,393,904
20118,0.367,0.577,0.246,0.409,0.168,963,1152
20119,0.668,0.274,0.8,0.915,0.33,5,792
20120,0.34,0.427,0.707,0.447,0.748,817,1959
20121,0.898,0.61,0.019,0.603,0.67,915,1861
20122,0.15,0.451,0.071,0.719,0.019,22,1836
20123,0.709,0.975,0.788,0.23,0.004,735,1017
20124,0.016,0.794,0.039,0.574,0.225,761,1609
20125,0.002,0.959,0.001,0.757,0.034,399,1656
20126,0.316,0.059,0.301,0.691,0.578,35,508
20127,0.911,0.846,0.541,0.27,0.194,443,1585
20128,0.245,0.816,0.288,0.067,0.904,494,720
20129,0.565,0.354,0.868,0.037,0.392,747,1469
20130,0.171,0.474,0.901,0.288,0.277,728,1301
20131,0.535,0.622,0.137,0.796,0.547,999,1796
20132,0.102,0.369,0.462,0.031,0.805,641,701
20133,0.212,0.349,0.093,0.938,0.028,885,929
20134,0.922,0.797,0.288,0.812,0.743,513,684
20135,0.002,0.571,0.17,0.082,0.052,118,329
20136,0.692,0.377,0.534,0.921,0.885,133,1512
20137,0.394,0.869,0.554,0.155,0.5,365,645
20138,0.986,0.592,0.92,0.347,0.242,44,1830
20139,0.796,0.622,0.707,0.785,0.804,140,1861
20140,0.422,0.322,0.365,0.475,0.91,161,830
20141,0.875,0.245,0.797,0.654,0.668,143,1507
20142,0.621,0.753,0.058,0.122,0.323,133,558
20143,0.558,0.814,0.68,0.258,0.276,652,1707
20144,0.106,0.331,0.8,0.274,0.227,425,1846
20145,0.455,0.931,0.703,0.303,0.899,189,1600
20146,0.924,0.057,0.559,0.347,0.501,537,1321
20147,0.367,0.758,0.283,0.138,0.495,705,1836
20148,0.827,0.647,0.911,0.182,0.63,168,1531
20149,0.203,0.991,0.782,0.474,0.865,639,1828
20150,0.382,0.491,0.964,0.401,0.007,895,955
20151,0.33,0.363,0.987,0.135,0.427,334,1290
20152,0.542,0.419,0.239,0.597,0.484,536,876
20153,0.229,0.355,0.346,0.194,0.528,53,218
20154,0.415,0.904,0.881,0.404,0.006,968,1162
20155,0.527,0.927,0.52,0.268,0.953,644,1841
20156,0.336,0.576,0.396,0.409,0.698,978,1645
20157,0.07,0.182,0.611,0.327,0.232,567,661
20158,0.271,0.459,0.477,0.172,0.753,95,806
20159,0.419,0.622,0.645,0.686,0.446,759,1483
20160,0.66,0.717,0.461,0.685,0.588,288,1244
20161,0.171,0.552,0.872,0.042,0.293,195,946
20162,0.992,0.214,0.322,0.34,0.23,449,712
20163,0.74,0.11,0.185,0.892,0.457,887,922
20164,0.018,0.522,0.242,0.139,0.287,229,1438
20165,0.258,0.93,0.811,0.654,0.789,755,1145
20166,0.796,0.921,0.354,0.972,0.668,435,911
20167,0.25,0.668,0.992,0.304,0.831,308,1364
20168,0.23,0.572,0.66,0.742,0.68,674,834
20169,0.886,0.018,0.021,0.838,0.779,267,1319
20170,0.376,0.377,0.139,0.041,0.681,530,1386
20171,0.956,0.133,0.871,0.388,0.425,328,727
20172,0.315,0.961,0.807,0.933,0.412,513,1966
20173,0.346,0.333,0.346,0.675,0.637,115,758
20174,0.724,0.186,0.993,0.184,0.024,577,632
20175,0.258,0.717,0.213,0.424,0.799,474,1421
20176,0.677,0.303,0.666,0.988,0.659,605,1054
20177,0.857,0.462,0.546,0.775,0.206,528,1055
20178,0.607,0.776,0.314,0.112,0.94,469,701
20179,0.838,0.819,0.214,0.134,0.6,581,1737
20180,0.605,0.034,0.715,0.091,0.616,737,1412
20181,0.119,0.586,0.648,0.687,0.965,126,1934
20182,0.951,0.688,0.133,0.185,0.961,801,1648
20183,0.409,0.671,0.417,0.316,0.722,515,539
20184,0.631,0.889,0.513,0.863,0.272,40,1961
20185,0.623,0.283,0.92,0.156,0.474,748,1095
20186,0.155,0.661,0.547,0.483,0.715,531,1734
20187,0.168,0.538,0.3,0.052,0.475,401,1592
20188,0.681,0.884,0.724,0.412,0.796,818,1689
20189,0.769,0.632,0.27,0.826,0.231,965,1635
20190,0.231,0.479,0.361,0.656,0.406,803,1404
20191,0.043,0.747,0.83,0.354,0.478,561,1790
20192,0.984,0.952,0.678,0.607,0.171,202,528
20193,0.156,0.968,0.993,0.363,0.408,217,699
20194,0.9,0.375,0.938,0.653,0.286,240,818
20195,0.265,0.513,0.225,0.812,0.769,980,1080
20196,0.377,0.704,0.423,0.476,0.318,916,1912
20197,0.637,0.298,0.552,0.506,0.211,561,1381
20198,0.348,0.983,0.692,0.81,0.606,14,1539
20199,0.559,0.002,0.411,0.594,0.8,392,1130
20200,0.804,0.972,0.214,0.243,0.53,650,973
20201,0.972,0.857,0.732,0.382,0.864,487,1276
20202,0.382,0.6,0.294,0.29,0.077,839,1517
20203,0.301,0.455,0.964,0.305,0.427,161,552
20204,0.012,0.156,0.419,0.408,0.639,861,1081
20205,0.619,0.546,0.128,0.753,0.244,575,1616
20206,0.045,0.885,0.849,0.569,0.409,695,1703
20207,0.482,0.518,0.263,0.66,0.029,468,1701
20208,0.596,0.4,0.384,0.395,0.035,316,464
20209,0.984,0.279,0.173,0.522,0.232,825,1883
20210,0.106,0.576,0.05,0.569,0.055,479,1909
20211,0.164,0.489,0.121,0.288,0.955,728,1531
20212,0.697,0.692,0.332,0.634,0.465,848,1249
20213,0.681,0.745,0.571,0.44,0.523,551,577
20214,0.12,0.82,0.946,0.835,0.73,592,1522
20215,0.891,0.031,0.195,0.358,0.568,407,1345
20216,0.877,0.611,0.187,0.917,0.703,330,1044
20217,0.444,0.228,0.03,0.001,0.389,780,1690
20218,0.031,0.515,0.652,0.373,0.457,778,1524
20219,0.909,0.947,0.541,0.687,0.065,261,1936
20220,0.762,0.507,0.534,0.694,0.888,191,1862
20221,0.282,0.22,0.66,0.309,0.162,650,1523
20222,0.196,0.669,0.452,0.86,0.286,3,1585
20223,0.484,0.791,0.505,0.184,0.493,467,1822
20224,0.906,0.024,0.635,0.774,0.566,82,1321
20225,0.603,0.865,0.405,0.075,0.325,228,1989
20226,0.526,0.106,0.535,0.427,0.184,650,1500
20227,0.972,0.167,0.178,0.938,0.332,41,402
20228,0.446,0.027,0.068,0.983,0.316,147,223
20229,0.501,0.714,0.64,0.553,0.071,215,1435
20230,0.35,0.052,0.046,0.988,0.573,87,796
20231,0.266,0.584,0.337,0.717,0.101,48,958
20232,0.237,0.816,0.584,0.752,0.159,372,981
20233,0.724,0.37,0.203,0.528,0.8,480,647
20234,0.351,0.92,0.522,0.748,0.32,729,814
20235,0.914,0.967,0.482,0.909,0.414,729,988
20236,0.883,0.61,0.084,0.226,0.178,523,593
20237,0.097,0.123,0.463,0.577,0.112,136,1371
20238,0.734,0.28,0.588,0.294,0.821,95,1650
20239,0.447,0.628,0.757,0.832,0.717,403,1462
20240,0.475,0.418,0.008,0.805,0.421,842,1195
20241,0.571,0.676,0.286,0.81,0.611,75,88
20242,0.031,0.181,0.687,0.077,0.432,629,1776
20243,0.297,0.857,0.65,0.897,0.574,936,1884
20244,0.424,0.923,0.459,0.532,0.724,465,1952
20245,0.067,0.707,0.745,0.977,0.443,699,1573
20246,0.232,0.334,0.174,0.426,0.599,684,1399
20247,0.145,0.145,0.613,0.514,0.167,711,1672
20248,0.783,0.454,0.032,0.813,0.333,973,1248
20249,0.208,0.747,0.863,0.489,0.597,101,365
20250,0.825,0.815,0.547,0.06,0.48,511,1690
20251,0.813,0.722,0.889,0.032,0.555,781,1778
20252,0.51,0.712,0.523,0.183,0.842,28,1371
20253,0.982,0.06,0.991,0.893,0.749,451,1528
20254,0.735,0.351,0.037,0.672,0.089,649,1211
20255,0.635,0.564,0.514,0.628,0.425,32,1663
20256,0.346,0.046,0.964,0.459,0.465,288,1939
20257,0.185,0.111,0.909,0.212,0.632,877,1387
20258,0.377,0.445,0.691,0.81,0.124,589,1602
20259,0.774,0.652,0.059,0.985,0.682,39,1984
20260,0.739,0.137,0.368,0.105,0.643,391,1296
20261,0.346,0.782,0.156,0.958,0.6,737,1601
20262,0.069,0.787,0.038,0.573,0.651,611,842
20263,0.34,0.486,0.101,0.943,0.637,811,1213
20264,0.138,0.404,0.493,0.152,0.427,512,1432
20265,0.832,0.679,0.901,0.806,0.67,653,1738
20266,0.435,0.196,0.912,0.918,0.015,178,405
20267,0.743,0.286,0.271,0.998,0.476,721,1521
20268,0.926,0.625,0.983,0.323,0.346,403,996
20269,0.244,0.925,0.935,0.044,0.833,711,896
20270,0.353,0.766,0.566,0.398,0.753,790,1599
20271,0.749,0.329,0.453,0.622,0.832,492,891
20272,0.721,0.319,0.783,0.892,0.112,780,1452
20273,0.047,0.148,0.479,0.843,0.45,484,845
