id,x,y,ts_in,ts_out
27335,0.973,0.132,506,652
27336,0.223,0.793,654,703
27337,0.384,0.895,566,1431
27338,0.778,0.478,776,979
27339,0.982,0.122,89,724
27340,0.12,0.272,899,1196
27341,0.009,0.265,76,458
27342,0.328,0.046,700,888
27343,0.604,0.713,599,1191
27344,0.696,0.302,69,1536
27345,0.266,0.327,110,1252
27346,0.568,0.897,174,1015
27347,0.293,0.928,911,935
27348,0.147,0.175,43,1580
27349,0.944,0.057,381,633
27350,0.388,0.016,56,521
27351,0.822,0.306,468,1846
27352,0.421,0.382,919,1574
27353,0.086,0.919,997,1780
27354,0.461,0.129,710,1610
27355,0.604,0.56,30,134
27356,0.26,0.134,626,1606
27357,0.857,0.648,71,363
27358,0.197,0.438,918,1037
27359,0.726,0.282,147,1657
27360,0.584,0.043,395,1970
27361,0.565,0.715,967,1003
27362,0.799,0.888,985,1293
27363,0.199,0.592,34,175
27364,0.324,0.012,196,363
27365,0.431,0.309,210,858
27366,0.018,0.781,654,1580
27367,0.733,0.061,438,1666
27368,0.399,0.691,441,1027
27369,0.581,0.813,56,994
27370,0.244,0.536,983,1346
27371,0.664,0.259,96,920
27372,0.878,0.03,400,1876
27373,0.297,0.217,720,896
27374,0.603,0.617,554,566
27375,0.414,0.428,900,1674
27376,0.308,0.013,860,1586
27377,0.325,0.298,66,508
27378,0.782,0.779,935,1525
27379,0.056,0.484,7,1770
27380,0.797,0.598,279,707
27381,0.549,0.558,71,1739
27382,0.683,0.223,867,1728
27383,0.788,0.053,739,1246
27384,0.21,0.055,14,1556
27385,0.972,0.172,278,1891
27386,0.841,0.483,67,175
27387,0.59,0.371,34,489
27388,0.105,0.057,143,1989
27389,0.076,0.593,728,1107
27390,0.092,0.646,877,1816
27391,0.085,0.736,87,183
27392,0.656,0.135,167,592
27393,0.879,0.094,432,1215
27394,0.014,0.081,716,1081
27395,0.826,0.263,405,1544
27396,0.58,0.32,878,1607
27397,0.907,0.962,375,1415
27398,0.907,0.145,69,1257
27399,0.608,0.203,204,959
27400,0.401,0.858,229,1336
27401,0.568,0.052,98,1303
27402,0.595,0.615,530,1980
27403,0.981,0.605,836,1234
27404,0.975,0.639,125,862
27405,0.717,0.581,964,1980
27406,0.856,0.1,425,1959
27407,0.949,0.1,97,1776
27408,0.318,0.175,494,1825
27409,0.165,0.466,150,2000
27410,0.113,0.383,885,1469
27411,0.396,0.006,229,889
27412,0.512,0.86,961,1684
27413,0.249,0.001,227,1175
27414,0.902,0.464,113,674
27415,0.096,0.818,830,1501
27416,0.364,0.397,48,855
27417,0.106,0.305,40,814
27418,0.069,0.366,528,1837
27419,0.371,0.766,156,1417
27420,0.079,0.378,136,1662
27421,0.772,0.374,723,1545
27422,0.639,0.809,253,412
27423,0.076,0.764,194,749
27424,0.062,0.538,690,707
27425,0.268,0.276,609,1569
27426,0.012,0.423,203,1676
27427,0.212,0.792,276,785
27428,0.955,0.36,401,1360
27429,0.445,0.418,269,1486
27430,0.105,0.988,265,1227
27431,0.092,0.158,584,1609
27432,0.32,0.346,507,1473
27433,0.748,0.734,556,1376
27434,0.065,0.841,428,1499
27435,0.411,0.781,620,1225
27436,0.342,0.748,217,516
27437,0.696,0.372,553,1563
27438,0.634,0.511,767,1071
27439,0.477,0.442,313,1940
27440,0.346,0.425,1000,1831
27441,0.565,0.307,271,1739
27442,0.939,0.685,549,628
27443,0.588,0.871,935,1251
27444,0.308,0.173,519,655
27445,0.824,0.567,675,1464
27446,0.745,0.286,407,523
27447,0.801,0.98,777,1460
27448,0.199,0.499,938,969
27449,0.694,0.919,806,1876
27450,0.16,0.147,95,1338
27451,0.482,0.513,608,787
27452,0.189,0.62,189,1480
27453,0.555,0.303,804,1551
27454,0.452,0.322,937,1407
27455,0.356,0.823,258,1716
27456,0.956,0.314,840,1843
27457,0.975,0.262,175,1603
27458,0.51,0.396,884,1108
27459,0.091,0.364,418,1057
27460,0.864,0.154,348,438
27461,0.528,0.806,544,1657
27462,0.455,0.624,889,1636
27463,0.316,0.994,161,1469
27464,0.886,0.811,941,1975
27465,0.415,0.579,979,1191
27466,0.046,0.59,929,1091
27467,0.46,0.216,652,691
27468,0.872,0.092,83,966
27469,0.498,0.294,313,949
27470,0.473,0.37,902,1927
27471,0.399,0.662,519,1916
27472,0.425,0.21,490,1633
27473,0.12,0.976,889,1312
27474,0.867,0.917,585,1003
27475,0.392,0.388,828,1329
27476,0.221,0.676,546,1397
27477,0.077,0.692,884,1284
27478,0.036,0.742,470,695
27479,0.291,0.465,897,1394
27480,0.922,0.302,486,878
27481,0.315,0.976,201,1249
27482,0.622,0.434,331,612
27483,0.237,0.96,541,584
27484,0.94,0.208,490,1376
27485,0.984,0.609,878,1282
27486,0.804,0.774,124,747
27487,0.906,0.564,84,1787
27488,0.35,0.391,907,1491
27489,0.58,0.997,705,1921
27490,0.89,0.902,25,890
27491,0.846,0.687,205,590
27492,0.659,0.7,425,1408
27493,0.153,0.291,755,1076
27494,0.664,0.747,75,903
27495,0.63,0.278,483,948
27496,0.33,0.504,685,1505
27497,0.155,0.109,474,1410
27498,0.013,0.171,170,1286
27499,0.691,0.023,578,730
27500,0.027,0.181,530,1430
27501,0.018,0.532,815,1772
27502,0.731,0.992,764,1326
27503,0.519,0.596,591,1354
27504,0.943,0.193,703,1827
27505,0.463,0.947,123,1303
27506,0.768,0.577,457,826
27507,0.441,0.84,44,1761
27508,0.191,0.858,114,973
27509,0.555,0.242,230,1407
27510,0.705,0.124,4,1731
27511,0.263,0.442,964,1457
27512,0.884,0.263,836,841
27513,0.049,0.002,549,975
27514,0.429,0.598,480,640
27515,0.327,0.576,67,1428
27516,0.383,0.168,541,1206
27517,0.547,0.888,146,294
27518,0.8,0.363,924,1486
27519,0.152,0.11,930,1630
27520,0.721,0.003,733,887
27521,0.591,0.892,99,827
27522,0.74,0.21,719,1023
27523,0.097,0.728,200,1114
27524,0.792,0.895,527,925
27525,0.265,0.434,660,1994
27526,0.302,0.901,465,1458
27527,0.402,0.415,693,1333
27528,0.015,0.778,584,1281
27529,0.642,0.863,529,705
27530,0.62,0.201,153,541
27531,0.622,0.666,574,818
27532,0.724,0.79,499,820
27533,0.792,0.473,529,828
27534,0.823,0.05,771,1778
27535,0.302,0.623,830,1725
27536,0.57,0.105,729,1168
27537,0.292,0.67,304,856
27538,0.546,0.062,206,1232
27539,0.577,0.803,361,1693
27540,0.623,0.368,957,1838
27541,0.438,0.182,874,1941
27542,0.224,0.113,333,544
27543,0.58,0.23,851,1739
27544,0.784,0.764,26,976
27545,0.951,0.318,532,852
27546,0.903,0.57,847,1121
27547,0.937,0.628,72,1465
27548,0.784,0.163,768,1932
27549,0.344,0.079,4,816
27550,0.806,0.408,993,1332
27551,0.641,0.809,699,1177
27552,0.672,0.442,717,1257
27553,0.86,0.624,595,1234
27554,0.2,0.036,362,508
27555,0.681,0.791,213,642
27556,0.078,0.672,993,1512
27557,0.181,0.09,600,1704
27558,0.008,0.567,315,535
27559,0.31,0.971,459,638
27560,0.857,0.68,72,1433
27561,0.261,0.76,131,1815
27562,0.059,0.18,487,1677
27563,0.734,0.969,838,1356
27564,0.889,0.465,39,530
27565,0.098,0.635,403,1187
27566,0.124,0.436,582,1279
27567,0.011,0.084,749,1778
27568,0.243,0.824,861,1125
27569,0.028,0.843,472,954
27570,0.58,0.377,899,1013
27571,0.648,0.834,598,1193
27572,0.972,0.818,452,836
27573,0.172,0.869,534,620
27574,0.887,0.429,623,835
27575,0.323,0.875,303,1250
27576,0.15,0.138,959,1477
27577,0.514,0.624,692,1564
27578,0.928,0.556,859,1879
27579,0.65,0.568,755,1601
27580,0.462,0.197,644,1211
27581,0.507,0.837,758,1210
27582,0.488,0.996,846,1281
27583,0.754,0.398,888,1498
27584,0.207,0.032,54,1229
27585,0.545,0.969,535,1898
27586,0.564,0.417,287,968
27587,0.535,0.328,424,1840
27588,0.859,0.801,396,801
27589,0.252,0.391,416,1221
27590,0.301,0.253,727,1094
27591,0.329,0.457,248,777
27592,0.014,0.185,79,513
27593,0.247,0.604,177,1305
27594,0.084,0.077,576,1947
27595,0.965,0.075,380,428
27596,0.962,0.353,62,1139
27597,0.878,0.507,871,1815
27598,0.681,0.864,256,885
27599,0.745,0.557,333,1760
27600,0.737,0.985,302,1285
27601,0.632,0.823,759,989
27602,0.567,0.61,522,1207
27603,0.982,0.654,573,1254
27604,0.78,0.117,623,1877
27605,0.734,0.674,117,1394
27606,0.772,0.809,442,1599
27607,0.844,0.582,884,1651
27608,0.314,0.447,408,1777
27609,0.973,0.959,6,554
27610,0.363,0.34,407,549
27611,0.476,0.387,899,1484
27612,0.593,0.512,869,1693
27613,0.355,0.937,376,1140
27614,0.768,0.977,60,234
27615,0.77,0.078,580,1715
27616,0.449,0.495,836,1478
27617,0.788,0.256,863,1621
27618,0.519,0.135,181,1999
27619,0.426,0.088,947,995
27620,0.023,0.353,760,1522
27621,0.24,0.873,504,1514
27622,0.914,0.873,832,1575
27623,0.953,0.858,579,852
27624,0.289,0.825,597,852
27625,0.873,0.155,92,1255
27626,0.04,0.339,427,1808
27627,0.984,0.819,904,1300
27628,0.119,0.966,483,1630
27629,0.925,0.312,882,1848
27630,0.164,0.247,216,1314
27631,0.462,0.822,677,1960
27632,0.092,0.024,57,258
27633,0.94,0.822,297,372
27634,0.706,0.67,586,1501
27635,0.745,0.484,603,1554
27636,0.096,0.698,716,1723
27637,0.715,0.73,592,1589
27638,0.686,0.921,625,1496
27639,0.775,0.843,777,1796
27640,0.041,0.614,874,1591
27641,0.559,0.107,818,1414
27642,0.209,0.318,723,1392
27643,0.129,0.373,672,1447
27644,0.402,0.111,558,1398
27645,0.506,0.458,352,422
27646,0.495,0.395,621,1899
27647,0.92,0.288,587,674
27648,0.689,0.455,661,1713
27649,0.715,0.328,834,1893
27650,0.326,0.844,251,1650
27651,0.719,0.55,980,1147
27652,0.248,0.731,738,1946
27653,0.207,0.418,110,1615
27654,0.377,0.552,489,574
27655,0.312,0.167,889,1585
27656,0.522,0.343,158,1279
27657,0.418,0.763,267,1931
27658,0.122,0.747,630,1941
27659,0.914,0.871,167,965
27660,0.815,0.579,833,1866
27661,0.284,0.072,863,1164
27662,0.288,0.601,70,1403
27663,0.512,0.787,570,1571
27664,0.287,0.56,331,493
27665,0.785,0.54,712,1645
27666,0.132,0.87,340,1899
27667,0.365,0.386,381,1308
27668,0.962,0.606,906,1539
27669,0.09,0.998,679,1191
27670,0.382,0.884,64,827
27671,0.33,0.688,756,919
27672,0.053,0.351,271,840
27673,0.294,0.601,275,639
27674,0.75,0.886,991,1527
27675,0.678,0.043,593,1230
27676,0.181,0.267,294,579
27677,0.539,0.735,809,1148
27678,0.456,0.948,128,417
27679,0.462,0.606,579,1785
27680,0.264,0.059,724,1663
27681,0.251,0.524,895,1682
27682,0.865,0.392,1000,1030
27683,0.331,0.903,199,1155
27684,0.763,0.087,135,927
27685,0.39,0.194,690,1468
27686,0.766,0.077,526,851
27687,0.21,0.117,435,1299
27688,0.19,0.863,386,936
27689,0.987,0.964,301,648
27690,0.342,0.013,658,1731
27691,0.036,0.306,910,1495
27692,0.18,0.924,441,1812
27693,0.447,0.256,816,1375
27694,0.928,0.464,632,1254
27695,0.422,0.65,612,882
27696,0.141,0.679,704,1153
27697,0.966,0.559,77,506
27698,0.667,0.745,993,1813
27699,0.956,0.071,621,868
27700,0.817,0.865,874,1247
27701,0.469,0.751,369,1531
27702,0.537,0.26,149,1345
27703,0.246,0.626,142,502
27704,0.478,0.598,646,1259
27705,0.395,0.236,860,1327
27706,0.954,0.274,24,1769
27707,0.549,0.154,895,1352
27708,0.57,0.998,522,629
27709,0.188,0.18,730,1220
27710,0.271,0.211,114,1240
27711,0.769,0.597,690,1666
27712,0.65,0.178,652,1801
27713,0.544,0.525,505,880
27714,0.369,0.58,418,1631
27715,0.916,0.909,28,1068
27716,0.031,0.661,639,758
27717,0.572,0.207,41,1062
27718,0.97,0.519,138,1566
27719,0.359,0.018,788,791
27720,0.981,0.893,592,1685
27721,0.036,0.914,634,895
27722,0.512,0.888,850,1098
27723,0.592,0.979,518,1681
27724,0.527,0.829,483,1425
27725,0.892,0.238,487,497
27726,0.844,0.241,741,1691
27727,0.793,0.84,4,1010
27728,0.852,0.387,173,1736
27729,0.998,0.871,381,1883
27730,0.472,0.661,351,1082
27731,0.589,0.976,948,1597
27732,0.78,0.52,44,1682
27733,0.278,0.839,132,694
27734,0.207,0.694,67,721
27735,0.635,0.102,974,1490
27736,0.854,0.052,843,1550
27737,0.237,0.007,856,1815
27738,0.998,0.818,671,1177
27739,0.08,0.181,621,1384
27740,0.58,0.895,933,938
27741,0.422,0.046,760,1037
27742,0.606,0.872,505,1499
27743,0.831,0.807,161,524
27744,0.639,0.675,732,1965
27745,0.489,0.656,409,1148
27746,0.046,0.074,22,1665
27747,0.237,0.021,192,451
27748,0.734,0.887,43,1431
27749,0.524,0.337,681,1514
27750,0.609,0.025,68,1214
27751,0.882,0.154,558,635
27752,0.015,0.248,76,517
27753,0.406,0.482,175,476
27754,0.045,0.407,830,1487
27755,0.233,0.664,847,1315
27756,0.49,0.573,154,1822
27757,0.908,0.435,996,1617
27758,0.182,0.565,33,889
27759,0.405,0.575,752,1362
27760,0.802,0.288,399,1542
27761,0.093,0.715,118,1433
27762,0.953,0.423,375,1655
27763,0.127,0.779,403,1136
27764,0.423,0.903,881,1287
27765,0.011,0.347,883,1073
27766,0.287,0.312,429,962
27767,0.972,0.039,955,1808
27768,0.474,0.741,165,237
27769,0.365,0.164,861,1289
27770,0.432,0.534,583,1467
27771,0.004,0.813,478,1761
27772,0.159,0.202,760,869
27773,0.451,0.431,267,345
27774,0.265,0.325,288,1883
27775,0.716,0.302,241,1615
27776,0.934,0.743,153,646
27777,0.775,0.374,694,1573
27778,0.261,0.995,266,693
27779,0.283,0.253,579,1505
27780,0.141,0.565,570,943
27781,0.403,0.497,266,693
27782,0.683,0.381,859,1430
27783,0.414,0.443,423,995
27784,0.894,0.293,49,1976
27785,0.126,0.679,809,1464
27786,0.13,0.39,69,1413
27787,0.862,0.331,542,1751
27788,0.819,0.591,346,474
27789,0.659,0.517,930,1929
27790,0.654,0.283,660,689
27791,0.697,0.558,256,946
27792,0.681,0.142,696,1377
27793,0.664,0.134,668,1403
27794,0.197,0.712,618,1115
27795,0.392,0.182,848,1212
27796,0.394,0.243,251,612
27797,0.602,0.348,285,1118
27798,0.844,0.423,425,1190
27799,0.126,0.08,334,618
27800,0.218,0.43,492,1892
27801,0.756,0.194,798,1938
27802,0.886,0.029,165,1040
27803,0.532,0.072,906,1850
27804,0.915,0.844,649,1560
27805,0.22,0.704,7,1656
27806,0.339,0.761,177,1671
27807,0.985,0.389,904,1010
27808,0.118,0.733,1,39
27809,0.331,0.808,574,1470
27810,0.285,0.134,765,868
27811,0.106,0.02,216,1556
27812,0.834,0.825,446,1980
27813,0.315,0.391,473,580
27814,0.569,0.385,85,1321
27815,0.264,0.339,382,945
27816,0.937,0.45,456,1789
27817,0.228,0.344,228,1997
27818,0.865,0.752,658,1220
27819,0.625,0.439,987,1194
27820,0.348,0.417,922,1266
27821,0.314,0.632,821,1161
27822,0.786,0.961,652,1056
27823,0.524,0.256,940,1092
27824,0.574,0.965,911,1639
27825,0.291,0.995,269,1892
27826,0.064,0.084,194,825
27827,0.428,0.76,124,213
27828,0.781,0.178,72,950
27829,0.739,0.03,55,318
27830,0.477,0.836,427,473
27831,0.405,0.208,289,502
27832,0.485,0.517,234,639
27833,0.155,0.947,752,1713
27834,0.109,0.128,365,1317
27835,0.149,0.433,706,1689
27836,0.154,0.201,213,386
27837,0.87,0.322,678,1762
27838,0.656,0.487,238,247
27839,0.402,0.898,470,1219
27840,0.294,0.224,748,1906
27841,0.839,0.544,106,1450
27842,0.131,0.218,868,1356
27843,0.095,0.66,941,1127
27844,0.216,0.622,103,1099
27845,0.673,0.56,425,849
27846,0.119,0.768,624,1296
27847,0.629,0.595,351,1920
27848,0.796,0.609,610,681
27849,0.072,0.919,313,1336
27850,0.632,0.639,57,601
27851,0.041,0.723,826,1647
27852,0.889,0.022,849,1520
27853,0.662,0.988,833,1434
27854,0.682,0.411,878,1424
27855,0.465,0.643,489,1453
27856,0.806,0.068,187,1912
27857,0.806,0.459,722,1951
27858,0.088,0.048,294,1780
27859,0.303,0.646,660,1970
27860,0.366,0.405,952,1973
27861,0.614,0.471,181,1073
27862,0.293,0.524,114,1028
27863,0.285,0.369,572,1756
27864,0.313,0.25,15,1283
27865,0.673,0.1,336,1077
27866,0.644,0.834,831,1000
27867,0.146,0.233,18,1082
27868,0.976,0.804,719,1873
27869,0.177,0.828,204,783
27870,0.013,0.982,162,940
27871,0.591,0.291,652,767
27872,0.657,0.357,52,1021
27873,0.524,0.217,827,844
27874,0.009,0.483,133,1026
27875,0.995,0.201,162,572
27876,0.059,0.927,527,1136
27877,0.996,0.817,473,1390
27878,0.698,0.966,68,1348
27879,0.964,0.66,272,1533
27880,0.624,0.179,500,1314
27881,0.219,0.491,713,1244
27882,0.683,0.186,217,1825
27883,0.742,0.895,114,1292
27884,0.358,0.517,769,1318
27885,0.456,0.932,618,1169
27886,0.979,0.232,680,961
27887,0.155,0.298,219,1634
27888,0.867,0.736,816,1101
27889,0.793,0.936,584,1224
27890,0.286,0.523,160,1111
27891,0.285,0.068,471,1858
27892,0.964,0.615,189,1152
27893,0.221,0.802,679,1331
27894,0.282,0.884,751,1278
27895,0.701,0.831,515,1777
27896,0.683,0.987,570,1007
27897,0.91,0.337,469,1344
27898,0.3,0.65,824,972
27899,0.063,0.028,53,1236
27900,0.616,0.545,522,1354
27901,0.286,0.373,289,1497
27902,0.757,0.607,841,1908
27903,0.368,0.464,589,758
27904,0.126,0.183,521,1735
27905,0.058,0.837,413,554
27906,0.247,0.316,391,960
27907,0.939,0.717,771,1214
27908,0.345,0.301,131,1962
27909,0.721,0.528,357,489
27910,0.124,0.084,999,1855
27911,0.541,0.703,596,1405
27912,0.04,0.104,711,1612
27913,0.333,0.61,322,1883
27914,0.016,0.363,385,1748
27915,0.833,0.979,118,974
27916,0.013,0.921,691,1647
27917,0.067,0.214,401,903
27918,0.055,0.99,593,961
27919,0.719,0.66,635,1015
27920,0.138,0.274,312,1200
27921,0.255,0.314,65,1800
27922,0.769,0.256,482,811
27923,0.989,0.064,271,1013
27924,0.76,0.651,258,1570
27925,0.688,0.335,274,1827
27926,0.562,0.394,544,1789
27927,0.195,0.271,369,1592
27928,0.364,0.523,694,1332
27929,0.452,0.936,811,1970
27930,0.172,0.326,690,1155
27931,0.025,0.602,864,1251
27932,0.628,0.244,855,1143
27933,0.691,0.013,259,1137
27934,0.501,0.105,950,1743
27935,0.002,0.756,450,1578
27936,0.851,0.324,570,1225
27937,0.211,0.117,56,1230
27938,0.143,0.528,418,1570
27939,0.68,0.19,931,1672
27940,0.973,0.071,481,1429
27941,0.72,0.192,173,1381
27942,0.79,0.219,344,538
27943,0.607,0.963,274,347
27944,0.631,0.371,539,1200
27945,0.605,0.432,919,1032
27946,0.233,0.855,993,1034
27947,0.245,0.992,906,1361
27948,0.77,0.569,41,1465
27949,0.897,0.273,313,577
27950,0.998,0.151,874,1356
27951,0.499,0.996,724,1314
27952,0.309,0.622,897,1574
27953,0.661,0.019,594,656
27954,0.79,0.766,959,1446
27955,0.959,0.121,977,1344
27956,0.712,0.194,974,1010
27957,0.8,0.08,486,712
27958,0.555,0.207,966,1014
27959,0.178,0.295,361,587
27960,0.639,0.755,53,657
27961,0.477,0.435,22,1655
27962,0.988,0.219,222,1031
27963,0.523,0.665,433,1442
27964,0.472,0.78,585,1072
27965,0.013,0.541,329,391
27966,0.945,0.281,387,1920
27967,0.232,0.774,809,1822
27968,0.48,0.454,971,1784
27969,0.891,0.913,683,1751
27970,0.622,0.573,954,1985
27971,0.385,0.446,161,1091
27972,0.321,0.551,404,948
27973,0.06,0.187,565,805
27974,0.625,0.489,822,1078
27975,0.249,0.573,538,787
27976,0.025,0.664,829,1458
27977,0.719,0.099,164,547
27978,0.094,0.112,698,1485
27979,0.658,0.829,880,1868
27980,0.546,0.347,609,1224
27981,0.838,0.412,866,1078
27982,0.32,0.679,552,1100
27983,0.615,0.296,477,1056
27984,0.208,0.47,248,1424
27985,0.109,0.42,449,1537
27986,0.391,0.642,409,1582
27987,0.385,0.962,794,1604
27988,0.079,0.796,677,1962
27989,0.583,0.257,679,823
27990,0.709,0.624,10,192
27991,0.161,0.883,758,1541
27992,0.091,0.1,652,916
27993,0.252,0.71,807,881
27994,0.009,0.355,519,1864
27995,0.555,0.877,153,873
27996,0.721,0.053,305,1343
27997,0.427,0.28,644,1440
27998,0.787,0.434,648,1554
27999,0.605,0.927,192,1496
28000,0.921,0.401,140,1910
28001,0.643,0.231,694,1628
28002,0.354,0.959,20,357
28003,0.252,0.909,120,1250
28004,0.014,0.717,523,1850
28005,0.338,0.633,197,699
28006,0.898,0.082,677,1149
28007,0.336,0.828,186,417
28008,0.108,0.169,880,1645
28009,0.823,0.287,215,953
28010,0.22,0.003,189,1301
28011,0.038,0.432,247,1007
28012,0.163,0.777,268,652
28013,0.375,0.38,652,1131
28014,0.981,0.933,903,1766
28015,0.078,0.997,182,554
28016,0.062,0.277,369,905
28017,0.165,0.284,32,1917
28018,0.037,0.608,965,1134
28019,0.045,0.737,923,1668
28020,0.323,0.76,46,1780
28021,0.075,0.004,841,999
28022,0.693,0.402,652,1979
28023,0.535,0.967,816,1986
28024,0.834,0.654,617,701
28025,0.4,0.087,767,897
28026,0.128,0.148,654,1168
28027,0.08,0.319,80,357
28028,0.386,0.707,542,1243
28029,0.926,0.761,581,1871
28030,0.376,0.77,599,955
28031,0.803,0.666,63,817
28032,0.685,0.186,45,435
28033,0.307,0.849,30,857
28034,0.135,0.898,635,971
28035,0.677,0.004,425,1388
28036,0.437,0.204,769,1705
28037,0.385,0.214,877,1630
28038,0.013,0.607,277,889
28039,0.547,0.935,954,1248
28040,0.116,0.964,109,1044
28041,0.823,0.592,212,743
28042,0.562,0.155,565,674
28043,0.953,0.347,213,263
28044,0.16,0.379,364,476
28045,0.769,0.233,878,1024
28046,0.917,0.908,806,1442
28047,0.786,0.976,454,789
28048,0.317,0.334,842,1631
28049,0.347,0.931,849,1507
28050,0.243,0.87,58,1464
28051,0.003,0.959,830,1051
28052,0.753,0.219,839,1663
28053,0.676,0.832,916,1803
28054,0.741,0.089,950,1149
28055,0.025,0.114,379,1995
28056,0.558,0.714,244,1538
28057,0.652,0.109,105,1700
28058,0.929,0.015,798,1329
28059,0.183,0.681,340,1490
28060,0.401,0.86,590,1864
28061,0.579,0.537,18,1165
28062,0.831,0.418,244,463
28063,0.438,0.405,383,1244
28064,0.526,0.865,712,1541
28065,0.842,0.229,369,886
28066,0.595,0.789,986,1036
28067,0.533,0.828,303,608
28068,0.819,0.054,838,1736
28069,0.976,0.9,401,1702
28070,0.397,0.404,273,1083
28071,0.298,0.58,337,1805
28072,0.347,0.066,446,1402
28073,0.548,0.178,507,752
28074,0.792,0.566,877,1992
28075,0.998,0.025,453,1224
28076,0.407,0.285,885,1358
28077,0.425,0.845,319,1705
28078,0.286,0.954,733,1579
28079,0.548,0.972,445,1847
28080,0.489,0.182,931,1500
28081,0.354,0.714,486,530
28082,0.217,0.955,548,827
28083,0.112,0.302,466,661
28084,0.735,0.107,750,1921
28085,0.299,0.82,107,1715
28086,0.306,0.822,274,584
28087,0.009,0.964,427,1500
28088,0.848,0.713,814,1442
28089,0.791,0.492,58,1134
28090,0.503,0.251,833,1482
28091,0.104,0.086,859,1874
28092,0.928,0.964,6,984
28093,0.698,0.16,582,1462
28094,0.715,0.643,533,758
28095,0.312,0.466,129,367
28096,0.588,0.011,881,943
28097,0.121,0.281,443,1047
28098,0.338,0.612,437,820
28099,0.318,0.177,530,549
28100,0.668,0.866,514,1134
28101,0.045,0.494,206,252
28102,0.415,0.429,290,1043
28103,0.06,0.613,721,1085
28104,0.408,0.68,749,888
28105,0.723,0.685,652,1998
28106,0.537,0.346,699,901
28107,0.702,0.544,788,1842
28108,0.256,0.777,689,995
28109,0.9,0.266,734,954
28110,0.471,0.073,87,279
28111,0.742,0.315,970,1404
28112,0.685,0.451,798,1567
28113,0.812,0.946,416,1221
28114,0.777,0.647,212,654
28115,0.91,0.172,860,1778
28116,0.65,0.697,785,898
28117,0.804,0.082,665,926
28118,0.848,0.173,419,1995
28119,0.948,0.801,731,1431
28120,0.196,0.929,341,520
28121,0.131,0.009,208,1877
28122,0.842,0.114,850,1765
28123,0.449,0.995,955,1094
28124,0.045,0.395,25,655
28125,0.199,0.587,134,529
28126,0.075,0.077,530,1599
28127,0.347,0.58,900,1761
28128,0.149,0.93,56,1511
28129,0.513,0.478,354,440
28130,0.786,0.243,987,1092
28131,0.87,0.303,433,1555
28132,0.473,0.55,191,504
28133,0.136,0.756,936,1348
28134,0.325,0.172,307,1380
28135,0.409,0.824,735,1272
28136,0.101,0.543,994,1979
28137,0.71,0.514,543,869
28138,0.02,0.028,82,737
28139,0.144,0.504,994,1107
28140,0.218,0.765,699,968
28141,0.894,0.3,234,810
28142,0.047,0.507,47,1826
28143,0.472,0.981,377,1777
28144,0.856,0.914,202,938
28145,0.627,0.72,996,1313
28146,0.975,0.001,291,387
28147,0.761,0.717,286,1479
28148,0.137,0.598,400,987
28149,0.194,0.296,66,1050
28150,0.204,0.198,359,711
28151,0.158,0.433,989,1333
28152,0.267,0.582,719,1092
28153,0.424,0.21,839,1934
28154,0.05,0.306,748,1083
28155,0.033,0.673,873,1650
28156,0.803,0.679,913,1659
28157,0.86,0.65,958,1562
28158,0.115,0.926,1,854
28159,0.339,0.661,70,94
28160,0.698,0.921,546,998
28161,0.705,0.644,690,931
28162,0.833,0.891,980,1469
28163,0.269,0.722,538,1004
28164,0.796,0.11,406,1606
28165,0.359,0.287,121,640
28166,0.324,0.064,408,1201
28167,0.341,0.097,239,968
28168,0.402,0.458,976,981
28169,0.343,0.068,437,1105
28170,0.927,0.425,268,551
28171,0.291,0.058,391,1656
28172,0.436,0.733,205,1320
28173,0.452,0.081,438,636
28174,0.485,0.284,773,1247
28175,0.386,0.554,211,1890
28176,0.926,0.194,185,439
28177,0.002,0.819,291,1670
28178,0.506,0.214,410,1482
28179,0.549,0.833,56,387
28180,0.714,0.178,458,516
28181,0.378,0.807,370,1336
28182,0.286,0.637,166,572
28183,0.834,0.357,688,959
28184,0.219,0.119,174,872
28185,0.843,0.892,962,1034
28186,0.089,0.143,897,1029
28187,0.977,0.56,45,1580
28188,0.457,0.638,16,1350
28189,0.943,0.321,794,1708
28190,0.125,0.98,624,1061
28191,0.066,0.908,723,1889
28192,0.619,0.516,312,738
28193,0.335,0.523,73,1237
28194,0.698,0.073,148,1961
28195,0.711,0.5,57,1546
28196,0.09,0.211,832,1205
28197,0.583,0.465,712,1501
28198,0.405,0.6,878,1166
28199,0.17,0.049,832,1414
28200,0.881,0.252,578,1536
28201,0.042,0.083,538,1971
28202,0.901,0.986,847,1626
28203,0.844,0.538,631,1994
28204,0.092,0.504,26,91
28205,0.873,0.894,981,1307
28206,0.035,0.749,742,1273
28207,0.049,0.029,543,1876
28208,0.634,0.11,961,1835
28209,0.239,0.174,766,1983
28210,0.252,0.073,655,1762
28211,0.248,0.06,175,1904
28212,0.765,0.015,144,1486
28213,0.696,0.89,301,570
28214,0.241,0.158,875,1305
28215,0.042,0.012,938,1838
28216,0.89,0.812,296,622
28217,0.048,0.332,506,560
28218,0.074,0.342,563,1419
28219,0.138,0.569,81,1703
28220,0.36,0.361,155,1647
28221,0.899,0.949,74,894
28222,0.361,0.643,853,1595
28223,0.623,0.828,978,1750
28224,0.197,0.402,464,1182
