id,t,u,v,time_in,time_out
21957,0.728,0.15,0.227,731,1453
21958,0.727,0.125,0.167,929,1135
21959,0.725,0.125,0.076,652,1476
21960,0.726,0.839,0.061,557,1183
21961,0.727,0.922,0.076,901,1002
21962,0.727,0.156,0.076,345,1596
21963,0.726,0.256,0.136,827,1315
21964,0.724,0.269,0.152,298,424
21965,0.723,0.2,0.091,386,930
21966,0.723,0.094,0.076,275,1500
21967,0.723,0.153,0.091,752,1056
21968,0.722,0.25,0.015,657,715
21969,0.722,0.342,0.076,143,1696
21970,0.72,0.322,0.106,156,1312
21971,0.72,0.336,0.061,299,1557
21972,0.719,0.375,0.045,150,655
21973,0.719,0.375,0.091,4,293
21974,0.719,0.342,0.167,941,1166
21975,0.717,0.342,0.167,232,1672
21976,0.716,0.339,0.152,889,1948
21977,0.714,0.328,0.167,864,1511
21978,0.713,0.564,0.106,524,1524
21979,0.715,0.658,0.152,763,1040
21980,0.715,0.317,0.136,300,996
21981,0.713,0.3,0.212,97,1735
21982,0.711,0.344,0.212,472,874
21983,0.71,0.367,0.258,737,1017
21984,0.708,0.375,0.273,436,1958
21985,0.706,0.364,0.197,573,1578
21986,0.704,0.319,0.061,551,603
21987,0.705,0.931,0.106,239,1701
21988,0.706,0.025,0.182,79,1160
21989,0.705,0.075,0.242,349,990
21990,0.703,0.061,0.242,48,1143
21991,0.703,0.994,0.242,231,1348
21992,0.704,0.947,0.258,106,200
21993,0.705,0.975,0.242,603,864
21994,0.705,0.961,0.212,955,1866
21995,0.706,0.922,0.182,441,1318
21996,0.706,0.989,0.106,190,890
21997,0.706,0.0,0.045,798,941
21998,0.706,0.189,0.045,774,1358
21999,0.705,0.25,0.076,953,980
22000,0.705,0.319,0.061,811,1542
22001,0.705,0.333,0.106,470,1445
22002,0.703,0.294,0.106,934,1253
22003,0.702,0.186,0.061,991,1014
22004,0.702,0.125,0.03,771,1408
22005,0.702,0.292,0.045,918,1522
22006,0.701,0.275,0.076,330,803
22007,0.7,0.153,0.061,818,1633
22008,0.7,0.153,0.121,56,1832
22009,0.699,0.169,0.167,415,831
22010,0.698,0.119,0.121,987,1766
22011,0.698,0.131,0.121,824,872
22012,0.695,0.214,0.045,190,927
22013,0.696,0.281,0.015,946,1788
22014,0.695,0.311,0.045,686,1908
22015,0.695,0.292,0.076,439,859
22016,0.694,0.278,0.121,238,756
22017,0.692,0.281,0.167,614,1863
22018,0.69,0.333,0.121,116,1146
22019,0.691,0.644,0.121,393,930
22020,0.693,0.7,0.152,428,1165
22021,0.694,0.539,0.03,576,633
22022,0.693,0.308,0.136,452,725
22023,0.691,0.375,0.091,11,1146
22024,0.692,0.461,0.061,154,1784
22025,0.691,0.45,0.03,668,1958
22026,0.692,0.875,0.091,980,1085
22027,0.692,0.05,0.121,535,1777
22028,0.691,0.197,0.288,152,1557
22029,0.687,0.206,0.227,988,1024
22030,0.686,0.169,0.136,716,1476
22031,0.685,0.153,0.136,927,959
22032,0.684,0.083,0.106,547,690
22033,0.684,0.067,0.091,521,1478
22034,0.684,0.097,0.091,735,1619
22035,0.683,0.125,0.106,975,1028
22036,0.682,0.117,0.091,830,1174
22037,0.682,0.072,0.091,506,1988
22038,0.682,0.075,0.121,312,757
22039,0.681,0.028,0.106,436,1746
22040,0.682,0.164,0.091,430,668
22041,0.68,0.25,0.197,978,1901
22042,0.678,0.242,0.152,344,1134
22043,0.677,0.175,0.091,975,1100
22044,0.677,0.175,0.136,227,344
22045,0.659,0.925,0.152,997,1058
22046,0.66,0.986,0.152,973,1131
22047,0.66,0.975,0.106,235,814
22048,0.66,0.936,0.091,461,1309
22049,0.661,0.017,0.076,174,438
22050,0.66,0.078,0.061,656,829
22051,0.66,0.044,0.045,988,1913
22052,0.66,0.161,0.106,430,1604
22053,0.658,0.25,0.106,596,916
22054,0.658,0.367,0.106,745,1885
22055,0.657,0.375,0.091,793,814
22056,0.657,0.353,0.076,861,1139
22057,0.656,0.333,0.076,498,662
22058,0.656,0.353,0.076,861,1688
22059,0.655,0.314,0.091,536,1055
22060,0.654,0.261,0.106,866,1714
22061,0.653,0.256,0.121,37,1605
22062,0.652,0.272,0.106,885,1140
22063,0.651,0.267,0.106,702,1148
22064,0.65,0.294,0.106,552,1673
22065,0.649,0.342,0.121,882,1913
22066,0.648,0.356,0.121,33,204
22067,0.648,0.414,0.061,984,1788
22068,0.648,0.292,0.045,96,715
22069,0.646,0.233,0.076,734,1711
22070,0.802,0.261,0.152,117,1032
22071,0.801,0.225,0.091,456,855
22072,0.8,0.197,0.152,67,1276
22073,0.798,0.147,0.106,316,972
22074,0.798,0.172,0.121,798,1507
22075,0.797,0.189,0.167,148,707
22076,0.796,0.156,0.167,173,1548
22077,0.794,0.103,0.152,648,826
22078,0.794,0.144,0.121,932,1335
22079,0.793,0.244,0.121,971,1197
22080,0.792,0.289,0.136,878,1901
22081,0.791,0.322,0.121,701,1853
22082,0.791,0.333,0.121,79,1054
22083,0.789,0.358,0.106,955,1959
22084,0.789,0.458,0.076,343,1727
22085,0.788,0.386,0.076,153,259
22086,0.788,0.292,0.106,682,1315
22087,0.786,0.278,0.182,504,1127
22088,0.785,0.275,0.197,634,1458
22089,0.78,0.281,0.182,273,476
22090,0.78,0.286,0.121,541,1815
22091,0.779,0.164,0.091,361,842
22092,0.778,0.025,0.121,166,762
22093,0.778,0.975,0.152,522,1121
22094,0.779,0.961,0.136,835,1898
22095,0.779,0.0,0.121,397,864
22096,0.778,0.947,0.152,368,971
22097,0.78,0.981,0.167,576,1753
22098,0.779,0.972,0.136,141,852
22099,0.78,0.0,0.091,99,371
22100,0.779,0.125,0.091,515,1646
22101,0.779,0.0,0.061,127,615
22102,0.779,0.186,0.106,299,1477
22103,0.777,0.206,0.091,675,1507
22104,0.778,0.95,0.03,428,628
22105,0.778,0.192,0.091,961,1779
22106,0.776,0.25,0.167,359,1427
22107,0.774,0.308,0.121,985,1560
22108,0.774,0.375,0.121,649,807
22109,0.773,0.358,0.182,885,1800
22110,0.771,0.325,0.182,840,1793
22111,0.769,0.25,0.167,429,988
22112,0.768,0.133,0.091,692,1289
22113,0.769,0.1,0.091,889,1206
22114,0.767,0.208,0.167,370,720
22115,0.765,0.242,0.212,239,396
22116,0.763,0.242,0.197,908,967
22117,0.762,0.208,0.121,826,1959
22118,0.761,0.206,0.121,997,1294
22119,0.76,0.253,0.167,540,1153
22120,0.758,0.292,0.197,884,1630
22121,0.757,0.3,0.258,475,1649
22122,0.753,0.303,0.288,247,1792
22123,0.752,0.308,0.273,524,713
22124,0.749,0.336,0.212,95,1620
22125,0.748,0.411,0.152,867,1658
22126,0.747,0.4,0.136,405,1221
22127,0.747,0.339,0.061,97,1541
22128,0.747,0.264,0.136,5,847
22129,0.745,0.264,0.136,246,1693
22130,0.744,0.125,0.045,724,1446
22131,0.744,0.944,0.106,155,1053
22132,0.745,0.886,0.197,926,1691
22133,0.747,0.886,0.212,804,1463
22134,0.747,0.883,0.242,76,508
22135,0.749,0.897,0.273,889,1485
22136,0.751,0.919,0.258,657,1813
22137,0.752,0.911,0.227,460,1672
22138,0.753,0.108,0.136,154,707
22139,0.75,0.253,0.288,228,876
22140,0.748,0.3,0.333,199,605
22141,0.744,0.319,0.364,827,912
22142,0.741,0.331,0.394,516,1959
22143,0.738,0.344,0.394,535,1464
22144,0.735,0.364,0.394,978,1859
22145,0.732,0.383,0.394,119,787
22146,0.729,0.406,0.364,264,433
22147,0.728,0.417,0.333,318,1108
22148,0.726,0.406,0.273,31,1463
22149,0.724,0.386,0.197,429,1714
22150,0.723,0.35,0.091,596,1385
22151,0.723,0.069,0.061,834,984
22152,0.723,0.017,0.152,736,911
22153,0.723,0.031,0.197,599,1438
22154,0.722,0.05,0.227,774,1543
22155,0.722,0.067,0.212,541,1583
22156,0.721,0.086,0.167,429,1110
22157,0.72,0.094,0.076,339,1880
22158,0.72,0.522,0.03,903,1904
22159,0.72,0.506,0.106,648,1948
22160,0.72,0.494,0.182,367,1635
22161,0.72,0.483,0.227,620,1173
22162,0.72,0.475,0.242,100,1592
22163,0.72,0.472,0.242,308,1167
22164,0.719,0.458,0.197,125,592
22165,0.719,0.431,0.167,264,919
22166,0.718,0.369,0.136,823,1412
22167,0.716,0.308,0.106,663,1315
22168,0.716,0.958,0.076,67,510
22169,0.717,0.917,0.242,443,1895
22170,0.719,0.925,0.318,141,375
22171,0.72,0.906,0.348,643,1944
22172,0.723,0.881,0.394,319,1659
22173,0.725,0.889,0.379,99,1682
22174,0.727,0.903,0.379,18,796
22175,0.729,0.917,0.409,883,928
22176,0.731,0.947,0.439,743,1637
22177,0.732,0.956,0.47,212,1664
22178,0.734,0.961,0.439,658,1411
22179,0.735,0.972,0.409,545,1468
22180,0.735,0.0,0.379,633,1468
22181,0.735,0.014,0.333,882,1517
22182,0.735,0.014,0.273,983,1253
22183,0.734,0.003,0.227,291,1801
22184,0.735,0.931,0.182,90,1250
22185,0.735,0.064,0.076,91,1122
22186,0.735,0.156,0.106,428,1631
22187,0.733,0.15,0.061,471,1862
22188,0.734,0.125,0.015,739,759
22189,0.733,0.25,0.121,258,1195
22190,0.732,0.272,0.076,804,1048
22191,0.731,0.375,0.045,801,1520
22192,0.731,0.375,0.03,686,873
22193,0.731,0.178,0.106,816,1562
22194,0.729,0.142,0.182,533,692
22195,0.729,0.114,0.197,314,994
22196,0.727,0.125,0.182,214,711
22197,0.726,0.939,0.045,466,1718
22198,0.728,0.625,0.045,746,1849
22199,0.727,0.325,0.121,401,724
22200,0.725,0.306,0.152,661,1232
22201,0.723,0.267,0.106,578,1212
22202,0.723,0.142,0.045,374,535
22203,0.723,0.164,0.061,666,1755
22204,0.722,0.256,0.121,409,701
22205,0.721,0.35,0.091,567,981
22206,0.721,0.383,0.091,630,1439
22207,0.72,0.325,0.106,523,1355
22208,0.719,0.375,0.091,925,1570
22209,0.719,0.422,0.121,953,1840
22210,0.719,0.394,0.167,230,1187
22211,0.717,0.375,0.197,33,1675
22212,0.716,0.375,0.197,280,1583
22213,0.714,0.389,0.167,222,792
22214,0.714,0.347,0.197,113,195
22215,0.712,0.542,0.121,129,1361
22216,0.714,0.653,0.197,578,864
22217,0.714,0.364,0.136,752,1406
22218,0.712,0.3,0.212,541,771
22219,0.71,0.297,0.227,314,1087
22220,0.708,0.314,0.273,893,1365
22221,0.706,0.342,0.167,442,1350
22222,0.705,0.086,0.045,736,1425
22223,0.706,0.95,0.182,143,1872
22224,0.707,0.933,0.242,75,1862
22225,0.708,0.0,0.212,739,1425
22226,0.707,0.053,0.242,823,1043
22227,0.706,0.044,0.273,128,1704
22228,0.706,0.0,0.258,364,936
22229,0.706,0.953,0.258,745,1851
22230,0.707,0.986,0.227,563,782
22231,0.706,0.989,0.197,70,247
22232,0.707,0.967,0.152,317,564
22233,0.707,0.081,0.106,531,645
22234,0.706,0.1,0.061,91,534
22235,0.706,0.097,0.061,143,982
22236,0.706,0.142,0.106,481,946
22237,0.705,0.186,0.106,385,1561
22238,0.703,0.233,0.091,423,1325
22239,0.702,0.125,0.061,761,1422
22240,0.703,0.05,0.076,964,1980
22241,0.702,0.169,0.091,522,758
22242,0.701,0.25,0.061,688,1020
22243,0.701,0.075,0.03,804,1370
22244,0.701,0.014,0.076,980,1614
22245,0.701,0.111,0.121,884,1656
22246,0.7,0.139,0.167,510,911
22247,0.699,0.092,0.152,440,1948
22248,0.698,0.114,0.152,773,1705
22249,0.697,0.156,0.182,470,508
22250,0.695,0.117,0.106,545,736
22251,0.695,0.05,0.076,461,1762
22252,0.695,0.125,0.076,295,433
22253,0.694,0.169,0.091,283,398
22254,0.694,0.178,0.121,668,1457
22255,0.693,0.192,0.182,698,1153
22256,0.691,0.219,0.152,83,573
22257,0.69,0.614,0.076,448,1776
22258,0.692,0.644,0.197,302,606
22259,0.693,0.508,0.136,95,888
22260,0.692,0.367,0.167,454,1926
22261,0.69,0.422,0.076,182,971
22262,0.691,0.531,0.015,161,1016
22263,0.69,0.781,0.03,633,996
22264,0.692,0.811,0.167,484,1139
22265,0.693,0.042,0.106,649,1420
22266,0.691,0.208,0.333,451,910
22267,0.687,0.222,0.242,251,997
22268,0.687,0.189,0.106,435,661
22269,0.686,0.161,0.121,927,996
22270,0.685,0.097,0.091,672,1933
22271,0.685,0.058,0.091,462,686
22272,0.684,0.058,0.106,272,537
22273,0.684,0.067,0.136,1,6
22274,0.683,0.058,0.167,102,1225
22275,0.683,0.053,0.136,490,674
22276,0.683,0.081,0.106,397,1358
22277,0.682,0.133,0.091,188,978
22278,0.681,0.247,0.136,196,753
22279,0.679,0.261,0.182,132,1046
22280,0.678,0.211,0.121,38,1056
22281,0.677,0.161,0.091,828,1895
22282,0.677,0.239,0.152,513,1463
22283,0.675,0.258,0.136,740,1052
22284,0.661,0.906,0.152,296,1954
22285,0.661,0.0,0.121,502,1219
22286,0.66,0.028,0.106,183,1519
22287,0.661,0.975,0.076,61,1236
22288,0.661,0.142,0.045,337,1292
22289,0.66,0.103,0.03,585,1044
22290,0.66,0.978,0.045,477,942
22291,0.66,0.175,0.121,837,1026
22292,0.658,0.206,0.167,569,1534
22293,0.657,0.175,0.106,216,827
22294,0.657,0.103,0.076,349,1562
22295,0.656,0.125,0.076,380,1466
22296,0.655,0.203,0.091,777,1691
22297,0.655,0.297,0.106,791,1079
22298,0.654,0.375,0.121,619,1632
22299,0.653,0.389,0.121,179,613
22300,0.653,0.333,0.136,325,1911
22301,0.651,0.339,0.136,188,491
22302,0.651,0.35,0.121,191,1994
22303,0.65,0.339,0.136,689,1018
22304,0.648,0.333,0.136,273,1101
22305,0.647,0.356,0.121,323,523
22306,0.646,0.458,0.076,837,1107
22307,0.647,0.508,0.076,749,948
22308,0.647,0.314,0.061,976,1820
22309,0.804,0.314,0.182,418,1027
22310,0.802,0.3,0.121,233,1059
22311,0.802,0.172,0.061,848,1358
22312,0.801,0.169,0.121,191,1021
22313,0.8,0.131,0.121,905,1180
22314,0.799,0.142,0.136,490,1212
22315,0.798,0.153,0.167,548,686
22316,0.797,0.125,0.152,970,1669
22317,0.796,0.108,0.136,48,910
22318,0.795,0.186,0.197,603,1325
22319,0.792,0.239,0.182,864,1855
22320,0.792,0.292,0.167,923,1907
22321,0.789,0.336,0.167,846,1104
22322,0.789,0.383,0.182,217,368
22323,0.787,0.411,0.197,963,1224
22324,0.787,0.489,0.182,714,1637
22325,0.787,0.514,0.136,319,1114
22326,0.787,0.381,0.121,759,860
22327,0.786,0.311,0.197,958,1815
22328,0.784,0.3,0.182,31,292
22329,0.782,0.275,0.197,661,781
22330,0.78,0.258,0.182,761,1923
22331,0.779,0.225,0.091,929,1606
22332,0.779,0.964,0.061,852,1070
22333,0.78,0.964,0.121,797,1845
22334,0.78,0.986,0.136,809,1605
22335,0.78,0.972,0.121,770,1440
22336,0.78,0.975,0.152,506,1576
22337,0.78,0.936,0.182,234,1750
22338,0.781,0.978,0.167,903,1819
22339,0.78,0.014,0.152,954,1555
22340,0.781,0.061,0.121,103,756
22341,0.78,0.119,0.121,103,529
22342,0.78,0.025,0.076,129,1886
22343,0.78,0.2,0.136,375,824
22344,0.777,0.258,0.136,242,769
22345,0.777,0.5,0.061,930,994
22346,0.777,0.369,0.121,452,896
22347,0.775,0.303,0.182,854,1427
22348,0.774,0.303,0.136,904,1423
22349,0.773,0.322,0.152,287,1138
22350,0.771,0.342,0.167,191,1208
22351,0.77,0.347,0.121,64,438
22352,0.77,0.294,0.121,254,1916
22353,0.769,0.314,0.061,715,1562
22354,0.769,0.317,0.091,299,573
22355,0.768,0.292,0.197,6,866
22356,0.766,0.278,0.212,447,1149
22357,0.763,0.25,0.167,516,1488
22358,0.763,0.2,0.106,755,1453
22359,0.762,0.211,0.136,940,1408
22360,0.76,0.253,0.212,395,1156
22361,0.757,0.283,0.227,269,1979
22362,0.756,0.297,0.273,563,1842
22363,0.753,0.303,0.303,3,329
22364,0.751,0.317,0.273,243,1656
22365,0.748,0.336,0.212,137,924
22366,0.747,0.375,0.152,861,864
22367,0.747,0.453,0.106,762,1027
22368,0.747,0.508,0.076,476,1461
22369,0.747,0.289,0.136,865,1418
22370,0.744,0.225,0.091,563,1473
22371,0.745,0.936,0.091,688,1597
22372,0.745,0.911,0.152,795,1014
22373,0.747,0.875,0.197,676,1279
22374,0.747,0.875,0.227,963,1568
22375,0.749,0.875,0.303,784,1635
22376,0.752,0.903,0.288,760,1146
22377,0.752,0.944,0.197,595,765
22378,0.753,0.969,0.061,478,1375
22379,0.753,0.319,0.227,821,1092
22380,0.749,0.322,0.394,934,1003
22381,0.746,0.333,0.409,28,486
22382,0.742,0.339,0.424,82,1547
22383,0.739,0.344,0.424,904,1787
22384,0.736,0.347,0.424,181,1082
22385,0.732,0.356,0.409,998,1358
22386,0.729,0.372,0.364,47,1619
22387,0.727,0.389,0.288,224,634
22388,0.726,0.403,0.182,622,843
22389,0.725,0.342,0.076,176,1556
22390,0.724,0.056,0.091,620,1633
22391,0.724,0.978,0.182,230,676
22392,0.725,0.958,0.273,418,763
22393,0.726,0.975,0.333,772,786
22394,0.726,1.0,0.394,899,969
22395,0.726,0.022,0.424,843,1250
22396,0.724,0.039,0.424,127,1731
22397,0.723,0.05,0.409,296,1096
22398,0.722,0.05,0.364,116,1668
22399,0.721,0.047,0.288,26,849
22400,0.72,0.058,0.212,215,999
22401,0.72,0.103,0.136,153,906
22402,0.719,0.203,0.091,942,1481
22403,0.718,0.328,0.076,426,821
22404,0.718,0.425,0.045,18,1053
22405,0.718,0.425,0.015,40,124
22406,0.718,0.081,0.03,209,1819
22407,0.718,0.047,0.106,362,486
22408,0.718,0.008,0.197,355,1693
22409,0.717,0.936,0.288,450,771
22410,0.72,0.908,0.364,360,557
22411,0.722,0.928,0.333,835,1770
22412,0.723,0.906,0.348,263,999
22413,0.725,0.875,0.379,713,1752
22414,0.728,0.883,0.394,87,367
22415,0.73,0.894,0.439,963,1972
22416,0.733,0.908,0.47,452,1175
22417,0.735,0.933,0.455,442,1788
22418,0.737,0.956,0.439,699,1252
22419,0.738,0.986,0.333,724,1162
22420,0.739,0.025,0.273,179,1473
22421,0.737,0.05,0.258,772,1142
22422,0.737,0.033,0.227,801,1462
22423,0.736,0.989,0.152,952,1859
22424,0.736,0.05,0.121,963,986
22425,0.735,0.075,0.106,965,1030
22426,0.735,0.125,0.121,932,1228
22427,0.734,0.117,0.106,930,1625
22428,0.734,0.092,0.076,962,1327
22429,0.733,0.203,0.136,434,565
22430,0.731,0.228,0.106,604,845
22431,0.731,0.25,0.045,104,329
22432,0.73,0.0,0.0,386,1159
22433,0.731,0.25,0.045,287,1143
22434,0.73,0.233,0.106,81,1127
22435,0.729,0.178,0.106,555,750
22436,0.729,0.197,0.182,865,1186
22437,0.726,0.267,0.106,714,795
22438,0.726,0.483,0.106,928,1738
22439,0.726,0.392,0.136,659,819
22440,0.724,0.317,0.091,18,1148
22441,0.724,0.208,0.076,42,1052
22442,0.723,0.2,0.045,725,1293
22443,0.723,0.175,0.045,442,1784
22444,0.723,0.183,0.136,754,1850
22445,0.721,0.189,0.136,135,894
22446,0.72,0.242,0.076,432,907
22447,0.72,0.314,0.121,85,608
22448,0.719,0.361,0.167,831,1516
22449,0.717,0.417,0.197,302,876
22450,0.717,0.417,0.212,457,1676
22451,0.716,0.389,0.212,68,633
22452,0.714,0.389,0.182,613,1966
22453,0.713,0.4,0.091,475,1241
22454,0.713,0.292,0.167,348,653
22455,0.71,0.517,0.061,743,1879
22456,0.713,0.642,0.182,889,1856
22457,0.713,0.414,0.152,589,1427
22458,0.712,0.331,0.182,689,822
22459,0.71,0.289,0.242,132,805
22460,0.707,0.275,0.258,366,1674
22461,0.705,0.153,0.061,484,1956
22462,0.707,0.889,0.182,700,1411
22463,0.708,0.917,0.227,870,1028
22464,0.709,0.944,0.197,661,1354
22465,0.709,0.997,0.182,156,1062
22466,0.709,0.033,0.197,395,1922
22467,0.708,0.042,0.227,195,1894
22468,0.708,0.022,0.212,823,1545
22469,0.708,0.964,0.167,605,1531
22470,0.709,0.983,0.136,444,448
22471,0.708,0.008,0.136,456,1994
22472,0.708,0.031,0.121,811,1350
22473,0.708,0.158,0.121,132,737
22474,0.707,0.181,0.076,476,1907
22475,0.707,0.175,0.03,571,811
22476,0.706,0.206,0.061,261,474
22477,0.706,0.175,0.121,537,684
22478,0.704,0.106,0.121,774,1820
22479,0.704,0.992,0.136,588,933
22480,0.704,0.028,0.152,503,656
22481,0.703,0.131,0.182,895,1980
22482,0.702,0.131,0.121,882,1617
22483,0.702,0.961,0.061,346,1689
22484,0.702,0.989,0.045,231,348
22485,0.702,0.178,0.091,803,1744
22486,0.701,0.186,0.121,145,956
22487,0.7,0.117,0.091,106,1557
22488,0.7,0.131,0.136,295,1192
22489,0.698,0.158,0.197,433,1220
22490,0.696,0.056,0.152,547,1749
22491,0.697,0.014,0.167,29,1479
22492,0.696,0.103,0.167,666,1621
22493,0.695,0.156,0.136,866,1768
22494,0.695,0.211,0.121,386,697
22495,0.693,0.239,0.182,876,1400
22496,0.691,0.247,0.182,605,1819
22497,0.689,0.375,0.061,827,1834
22498,0.69,0.6,0.152,6,1068
22499,0.691,0.522,0.152,508,1995
22500,0.691,0.419,0.091,889,1645
22501,0.69,0.833,0.061,182,652
22502,0.692,0.95,0.106,562,1970
22503,0.691,0.931,0.136,330,1257
22504,0.693,0.844,0.242,953,1695
22505,0.695,0.028,0.136,110,780
22506,0.692,0.208,0.379,778,1510
22507,0.688,0.222,0.288,545,1271
22508,0.687,0.192,0.091,615,1148
22509,0.686,0.203,0.091,939,1441
22510,0.685,0.25,0.076,805,1119
22511,0.685,0.375,0.015,746,867
22512,0.686,0.086,0.015,94,450
22513,0.685,0.111,0.061,40,1573
22514,0.685,0.125,0.076,713,1805
22515,0.684,0.222,0.106,82,1794
22516,0.683,0.297,0.076,198,1615
22517,0.683,0.278,0.076,933,1583
22518,0.681,0.228,0.152,471,1586
22519,0.68,0.172,0.152,241,1973
22520,0.679,0.097,0.136,62,1241
22521,0.678,0.131,0.152,175,353
22522,0.676,0.2,0.197,462,1554
22523,0.674,0.217,0.136,102,494
22524,0.674,0.244,0.121,712,1451
22525,0.66,0.939,0.152,787,1854
22526,0.661,0.956,0.182,595,1624
22527,0.661,0.992,0.152,738,1942
22528,0.661,0.933,0.121,940,1831
22529,0.662,0.994,0.076,118,1928
22530,0.662,0.044,0.091,830,1495
22531,0.662,0.083,0.076,445,1924
22532,0.661,0.183,0.076,57,1744
22533,0.66,0.961,0.03,226,1738
22534,0.661,0.942,0.045,730,1624
22535,0.661,0.2,0.121,225,731
22536,0.659,0.2,0.152,302,978
22537,0.658,0.111,0.106,944,1214
22538,0.658,0.061,0.106,849,1381
22539,0.657,0.194,0.152,758,1833
22540,0.655,0.239,0.167,557,844
22541,0.653,0.272,0.106,983,1629
22542,0.653,0.306,0.076,335,1043
22543,0.652,0.286,0.121,682,849
22544,0.651,0.275,0.106,930,1491
22545,0.65,0.267,0.106,349,1816
22546,0.649,0.244,0.106,457,1861
22547,0.648,0.203,0.106,808,904
22548,0.647,0.164,0.106,883,1391
22549,0.646,0.111,0.061,865,1432
22550,0.646,0.125,0.015,360,1918
22551,0.646,0.375,0.03,206,1918
22552,0.802,0.361,0.167,598,611
22553,0.801,0.375,0.061,570,966
22554,0.802,0.375,0.015,422,471
22555,0.801,0.267,0.106,952,1185
22556,0.8,0.292,0.076,639,1678
22557,0.8,0.25,0.091,290,460
22558,0.798,0.206,0.121,173,674
22559,0.798,0.214,0.121,364,1294
22560,0.797,0.261,0.106,427,1128
22561,0.796,0.25,0.182,271,1544
22562,0.793,0.244,0.212,250,992
22563,0.792,0.256,0.182,532,1402
22564,0.789,0.242,0.152,222,1263
22565,0.788,0.25,0.167,985,1068
22566,0.786,0.278,0.121,679,1121
22567,0.786,0.625,0.015,789,1963
22568,0.786,0.75,0.045,909,1707
22569,0.787,0.25,0.076,174,1085
22570,0.785,0.25,0.182,823,1239
22571,0.784,0.239,0.152,469,1198
22572,0.782,0.206,0.167,435,934
22573,0.78,0.158,0.182,184,1352
22574,0.78,0.069,0.152,678,689
22575,0.78,0.947,0.152,281,1945
22576,0.78,0.939,0.167,320,582
22577,0.78,0.989,0.182,818,1308
22578,0.78,0.975,0.197,717,1107
22579,0.781,0.967,0.212,333,1588
22580,0.781,0.958,0.197,539,618
22581,0.782,0.972,0.167,208,1131
22582,0.782,0.039,0.152,475,1786
22583,0.781,0.108,0.152,954,1337
22584,0.78,0.144,0.121,53,793
22585,0.78,0.125,0.061,358,1046
22586,0.78,0.225,0.152,501,594
22587,0.777,0.239,0.182,998,1272
22588,0.776,0.339,0.061,153,1686
22589,0.776,0.367,0.106,287,920
22590,0.775,0.3,0.152,286,1407
22591,0.774,0.25,0.106,824,1722
22592,0.773,0.231,0.167,945,1441
22593,0.77,0.239,0.152,212,950
22594,0.77,0.292,0.106,565,655
22595,0.769,0.333,0.136,259,1238
22596,0.768,0.417,0.121,94,932
22597,0.768,0.386,0.167,906,1906
22598,0.766,0.35,0.227,489,1208
22599,0.764,0.347,0.197,127,797
22600,0.763,0.328,0.121,667,1421
22601,0.763,0.289,0.091,647,1892
22602,0.762,0.283,0.152,499,1406
22603,0.76,0.272,0.227,802,1757
22604,0.757,0.264,0.242,520,615
22605,0.755,0.272,0.288,222,578
22606,0.752,0.292,0.333,996,1290
22607,0.749,0.314,0.288,348,625
22608,0.747,0.342,0.167,830,1457
22609,0.747,0.325,0.121,946,1923
22610,0.745,0.406,0.076,326,709
22611,0.746,0.522,0.106,254,256
22612,0.746,0.375,0.091,69,1445
22613,0.745,0.0,0.045,102,1392
22614,0.746,0.897,0.136,783,1858
22615,0.747,0.894,0.167,605,1965
22616,0.747,0.875,0.212,892,1790
22617,0.749,0.864,0.273,708,931
22618,0.752,0.858,0.318,836,1689
22619,0.754,0.903,0.197,453,609
22620,0.754,0.203,0.076,647,932
22621,0.753,0.375,0.242,368,1925
22622,0.751,0.375,0.409,562,1126
22623,0.747,0.361,0.455,587,1991
22624,0.744,0.356,0.439,957,1606
22625,0.74,0.353,0.455,246,387
22626,0.736,0.356,0.439,76,1271
22627,0.733,0.356,0.439,269,586
22628,0.729,0.356,0.394,90,776
22629,0.727,0.364,0.288,271,1717
22630,0.725,0.369,0.152,512,1040
22631,0.725,0.0,0.0,364,383
22632,0.725,0.928,0.136,805,1015
22633,0.726,0.947,0.242,901,1470
22634,0.727,0.947,0.348,812,1333
22635,0.728,0.944,0.424,107,1694
22636,0.73,0.958,0.47,400,1906
22637,0.73,0.981,0.515,908,1871
22638,0.731,0.006,0.561,714,1956
22639,0.73,0.028,0.591,309,1829
22640,0.729,0.039,0.591,66,1358
22641,0.727,0.047,0.561,414,1800
22642,0.725,0.047,0.515,868,1791
22643,0.724,0.058,0.455,428,1441
22644,0.722,0.075,0.379,13,1637
22645,0.72,0.089,0.303,974,1438
22646,0.719,0.081,0.212,516,930
22647,0.719,0.025,0.152,644,972
22648,0.719,0.983,0.152,477,1690
22649,0.719,0.986,0.152,841,1866
22650,0.719,0.972,0.182,637,1272
22651,0.72,0.95,0.242,3,107
22652,0.721,0.919,0.318,990,1225
22653,0.723,0.903,0.333,618,1852
22654,0.724,0.922,0.273,735,1187
22655,0.725,0.892,0.288,944,1753
22656,0.728,0.858,0.364,13,33
22657,0.73,0.858,0.394,185,1672
22658,0.734,0.864,0.424,464,1367
22659,0.737,0.881,0.439,718,1336
22660,0.74,0.922,0.379,4,1131
22661,0.741,0.953,0.303,241,421
22662,0.741,0.017,0.227,527,1507
22663,0.741,0.064,0.212,209,1447
22664,0.739,0.1,0.197,76,1122
22665,0.739,0.089,0.136,107,597
22666,0.738,0.097,0.121,974,1202
