id,t,u,v,time_in,time_out
27522,0.8,0.431,0.197,893,1147
27523,0.799,0.472,0.182,441,1762
27524,0.799,0.45,0.152,322,1262
27525,0.798,0.356,0.167,924,1252
27526,0.797,0.308,0.227,664,1465
27527,0.794,0.286,0.303,826,1504
27528,0.792,0.292,0.273,845,1765
27529,0.79,0.311,0.121,580,719
27530,0.79,0.339,0.061,146,1492
27531,0.789,0.475,0.091,166,530
27532,0.79,0.525,0.152,30,1195
27533,0.789,0.486,0.212,838,880
27534,0.789,0.436,0.303,830,1556
27535,0.787,0.408,0.318,474,1677
27536,0.786,0.375,0.273,531,1312
27537,0.783,0.328,0.288,414,782
27538,0.78,0.306,0.242,802,1681
27539,0.779,0.25,0.136,124,1024
27540,0.778,0.078,0.121,606,1673
27541,0.778,0.044,0.212,739,820
27542,0.777,0.031,0.242,714,1017
27543,0.777,0.986,0.242,740,1014
27544,0.778,0.058,0.242,435,847
27545,0.775,0.103,0.242,706,1338
27546,0.775,0.089,0.227,297,452
27547,0.774,0.108,0.273,574,1243
27548,0.772,0.094,0.258,471,1373
27549,0.771,0.061,0.182,361,1674
27550,0.77,0.053,0.136,418,1594
27551,0.77,0.161,0.136,999,1638
27552,0.769,0.203,0.197,776,925
27553,0.767,0.192,0.227,331,343
27554,0.764,0.175,0.167,447,1148
27555,0.763,0.297,0.076,68,1714
27556,0.763,0.422,0.167,252,901
27557,0.762,0.469,0.227,215,1733
27558,0.762,0.492,0.273,195,1264
27559,0.762,0.494,0.273,402,1221
27560,0.762,0.469,0.242,91,1716
27561,0.761,0.436,0.212,299,1208
27562,0.76,0.386,0.197,457,615
27563,0.758,0.35,0.091,559,1955
27564,0.758,0.142,0.045,141,1012
27565,0.757,0.086,0.106,476,1125
27566,0.757,0.981,0.152,250,1107
27567,0.758,0.931,0.242,687,1637
27568,0.76,0.975,0.258,953,1019
27569,0.759,0.056,0.258,975,1315
27570,0.758,0.125,0.258,827,1212
27571,0.756,0.15,0.258,368,517
27572,0.754,0.144,0.273,292,510
27573,0.748,0.231,0.439,626,641
27574,0.743,0.233,0.409,196,274
27575,0.74,0.219,0.364,417,1672
27576,0.736,0.217,0.318,502,1691
27577,0.734,0.225,0.227,734,1086
27578,0.732,0.25,0.182,854,1882
27579,0.73,0.286,0.197,835,1904
27580,0.729,0.303,0.136,862,1436
27581,0.729,0.875,0.03,902,1621
27582,0.729,0.842,0.227,615,1729
27583,0.732,0.867,0.303,884,1212
27584,0.734,0.881,0.364,919,1907
27585,0.736,0.875,0.409,219,968
27586,0.74,0.875,0.409,752,1287
27587,0.742,0.869,0.409,343,825
27588,0.745,0.842,0.515,336,386
27589,0.752,0.842,0.5,430,1842
27590,0.754,0.878,0.348,893,1486
27591,0.756,0.9,0.318,154,326
27592,0.757,0.9,0.303,728,1132
27593,0.759,0.906,0.273,99,1932
27594,0.76,0.933,0.273,981,1934
27595,0.762,0.975,0.318,322,1076
27596,0.761,0.011,0.318,309,358
27597,0.761,0.992,0.273,550,1584
27598,0.762,0.008,0.227,170,1030
27599,0.761,0.058,0.242,453,1469
27600,0.76,0.044,0.242,918,1588
27601,0.759,0.014,0.242,314,1721
27602,0.759,0.047,0.288,654,987
27603,0.758,0.075,0.348,844,852
27604,0.757,0.056,0.333,246,779
27605,0.756,0.042,0.288,242,1455
27606,0.755,0.019,0.258,676,783
27607,0.755,0.025,0.242,258,1416
27608,0.754,0.05,0.242,295,404
27609,0.754,0.086,0.288,144,295
27610,0.752,0.106,0.333,659,768
27611,0.75,0.117,0.364,88,193
27612,0.747,0.119,0.364,225,1352
27613,0.745,0.075,0.318,470,684
27614,0.744,0.058,0.333,626,898
27615,0.742,0.056,0.333,570,1795
27616,0.741,0.008,0.288,353,1324
27617,0.742,0.906,0.227,992,1207
27618,0.744,0.806,0.288,233,1779
27619,0.747,0.758,0.303,156,431
27620,0.75,0.697,0.152,87,918
27621,0.75,0.511,0.045,708,1429
27622,0.75,0.375,0.015,233,1882
27623,0.748,0.217,0.106,712,1203
27624,0.748,0.175,0.045,356,524
27625,0.747,0.175,0.106,862,1594
27626,0.747,0.142,0.091,679,1050
27627,0.746,0.2,0.121,77,1930
27628,0.744,0.186,0.106,862,1304
27629,0.744,0.125,0.091,6,1392
27630,0.743,0.161,0.136,964,1663
27631,0.741,0.172,0.152,791,1315
27632,0.74,0.175,0.106,375,396
27633,0.74,0.258,0.076,546,666
27634,0.739,0.303,0.152,133,375
27635,0.737,0.375,0.136,449,461
27636,0.737,0.425,0.152,256,721
27637,0.736,0.475,0.152,965,1439
27638,0.737,0.581,0.182,672,1871
27639,0.738,0.578,0.197,553,959
27640,0.739,0.589,0.167,596,1693
27641,0.74,0.581,0.076,56,117
27642,0.74,0.261,0.061,513,992
27643,0.739,0.214,0.091,435,880
27644,0.738,0.228,0.076,974,1443
27645,0.737,0.208,0.106,707,894
27646,0.735,0.189,0.197,593,1680
27647,0.734,0.186,0.242,720,953
27648,0.731,0.194,0.197,705,1180
27649,0.73,0.214,0.091,504,1060
27650,0.73,0.925,0.015,239,1387
27651,0.731,0.989,0.061,583,592
27652,0.73,0.1,0.121,379,1335
27653,0.729,0.111,0.167,376,447
27654,0.728,0.158,0.242,627,915
27655,0.725,0.178,0.197,701,1511
27656,0.724,0.208,0.167,668,1902
27657,0.723,0.253,0.167,645,1743
27658,0.722,0.317,0.136,726,1802
27659,0.72,0.406,0.106,539,631
27660,0.72,0.528,0.121,607,1326
27661,0.721,0.528,0.182,581,986
27662,0.721,0.475,0.197,476,1048
27663,0.72,0.378,0.212,253,1598
27664,0.719,0.317,0.258,775,1707
27665,0.716,0.394,0.121,455,1246
27666,0.717,0.464,0.076,46,1481
27667,0.715,0.219,0.061,259,1212
27668,0.716,0.85,0.167,647,973
27669,0.718,0.839,0.182,931,958
27670,0.719,0.85,0.061,819,1937
27671,0.719,0.397,0.03,436,491
27672,0.719,0.461,0.03,433,1137
27673,0.719,0.25,0.015,160,749
27674,0.719,0.153,0.061,393,1591
27675,0.718,0.125,0.091,191,1863
27676,0.717,0.147,0.076,56,1866
27677,0.717,0.2,0.015,526,1422
27678,0.717,0.978,0.03,467,1622
27679,0.717,0.103,0.076,531,1017
27680,0.716,0.175,0.121,307,1118
27681,0.715,0.167,0.136,358,1491
27682,0.714,0.114,0.136,293,474
27683,0.713,0.133,0.182,933,1974
27684,0.712,0.158,0.197,439,1327
27685,0.71,0.133,0.106,228,875
27686,0.71,0.136,0.076,756,1935
27687,0.709,0.136,0.076,296,1008
27688,0.709,0.147,0.076,677,1590
27689,0.708,0.186,0.076,106,590
27690,0.707,0.078,0.076,850,1809
27691,0.707,0.075,0.121,28,1051
27692,0.707,0.092,0.152,189,1355
27693,0.706,0.089,0.136,786,1940
27694,0.705,0.119,0.136,422,1220
27695,0.705,0.097,0.136,502,934
27696,0.704,0.028,0.152,94,191
27697,0.704,0.031,0.121,710,1331
27698,0.703,0.131,0.121,772,1200
27699,0.702,0.117,0.106,255,1620
27700,0.702,0.061,0.121,576,1689
27701,0.702,0.131,0.182,480,1882
27702,0.7,0.15,0.197,641,1645
27703,0.699,0.1,0.091,714,1769
27704,0.699,0.839,0.061,279,1796
27705,0.7,0.825,0.045,977,1579
27706,0.7,0.183,0.121,758,1718
27707,0.698,0.169,0.167,199,1970
27708,0.697,0.083,0.121,599,742
27709,0.697,0.114,0.136,142,1955
27710,0.696,0.181,0.152,529,872
27711,0.694,0.225,0.106,703,791
27712,0.694,0.278,0.121,223,800
27713,0.692,0.311,0.197,521,1554
27714,0.69,0.336,0.227,870,1795
27715,0.689,0.367,0.197,45,584
27716,0.688,0.358,0.242,138,1431
27717,0.683,0.356,0.318,271,1378
27718,0.68,0.375,0.242,133,405
27719,0.679,0.367,0.106,189,777
27720,0.678,0.092,0.106,256,1762
27721,0.678,0.983,0.227,990,1925
27722,0.679,0.956,0.318,457,516
27723,0.68,0.978,0.333,218,1536
27724,0.68,0.978,0.318,247,1770
27725,0.681,0.947,0.303,910,1917
27726,0.682,0.939,0.273,604,1591
27727,0.683,0.986,0.212,298,1632
27728,0.683,0.053,0.167,171,509
27729,0.682,0.042,0.121,956,1249
27730,0.682,0.081,0.091,82,1653
27731,0.681,0.172,0.136,111,1699
27732,0.679,0.15,0.136,800,1084
27733,0.679,0.117,0.106,970,1923
27734,0.678,0.15,0.121,377,782
27735,0.677,0.133,0.106,286,1464
27736,0.677,0.136,0.076,434,842
27737,0.676,0.125,0.076,831,920
27738,0.675,0.086,0.106,84,1789
27739,0.675,0.061,0.121,742,1153
27740,0.674,0.089,0.136,846,1214
27741,0.674,0.208,0.167,389,1036
27742,0.672,0.292,0.258,634,1245
27743,0.669,0.339,0.288,818,1488
27744,0.667,0.414,0.242,863,1659
27745,0.667,0.433,0.288,692,1202
27746,0.665,0.428,0.348,786,1395
27747,0.664,0.442,0.394,83,551
27748,0.662,0.417,0.409,705,1049
27749,0.659,0.403,0.364,630,1182
27750,0.658,0.417,0.258,478,1776
27751,0.657,0.453,0.212,515,1309
27752,0.657,0.511,0.197,10,202
27753,0.657,0.522,0.197,447,1642
27754,0.658,0.461,0.227,773,1124
27755,0.657,0.444,0.212,51,1569
27756,0.657,0.392,0.182,688,1187
27757,0.655,0.331,0.212,742,1932
27758,0.653,0.328,0.197,527,1794
27759,0.651,0.294,0.121,234,508
27760,0.651,0.039,0.061,475,1392
27761,0.652,0.014,0.167,783,1095
27762,0.651,0.078,0.197,95,972
27763,0.65,0.089,0.197,394,1988
27764,0.649,0.989,0.182,471,1942
27765,0.65,0.942,0.167,426,1600
27766,0.65,0.972,0.106,932,1452
27767,0.651,0.222,0.061,107,1951
27768,0.65,0.314,0.121,892,1687
27769,0.648,0.333,0.152,8,61
27770,0.646,0.303,0.152,553,1543
27771,0.645,0.214,0.091,978,1316
27772,0.645,0.144,0.076,850,1413
27773,0.644,0.172,0.076,464,1506
27774,0.644,0.186,0.03,265,1886
27775,0.645,0.225,0.045,152,321
27776,0.644,0.169,0.106,945,1710
27777,0.817,0.047,0.167,574,901
27778,0.818,0.947,0.212,129,1545
27779,0.819,0.019,0.182,4,641
27780,0.817,0.039,0.152,853,1096
27781,0.818,0.094,0.182,307,1110
27782,0.815,0.158,0.303,592,1912
27783,0.813,0.156,0.288,249,1295
27784,0.811,0.189,0.227,281,1477
27785,0.808,0.419,0.076,605,1386
27786,0.81,0.525,0.182,646,1227
27787,0.809,0.5,0.227,512,1270
27788,0.81,0.547,0.197,432,1169
27789,0.81,0.536,0.167,616,1509
27790,0.81,0.561,0.242,728,732
27791,0.812,0.578,0.333,525,1738
27792,0.814,0.569,0.318,399,717
27793,0.814,0.528,0.258,274,675
27794,0.814,0.578,0.273,606,980
27795,0.817,0.583,0.318,555,603
27796,0.818,0.558,0.318,418,561
27797,0.82,0.536,0.288,636,1192
27798,0.819,0.506,0.258,255,958
27799,0.82,0.528,0.258,838,1619
27800,0.82,0.528,0.258,395,506
27801,0.82,0.536,0.258,919,1302
27802,0.82,0.517,0.227,363,1575
27803,0.82,0.508,0.242,906,1602
27804,0.82,0.478,0.258,490,1061
27805,0.82,0.442,0.288,17,1545
27806,0.819,0.442,0.273,143,1252
27807,0.818,0.439,0.273,270,1810
27808,0.817,0.447,0.303,654,1417
27809,0.816,0.436,0.333,915,1909
27810,0.814,0.428,0.333,668,1017
27811,0.814,0.45,0.303,595,1380
27812,0.813,0.444,0.303,576,1990
27813,0.812,0.436,0.333,320,555
27814,0.81,0.458,0.288,695,1771
27815,0.81,0.483,0.227,587,973
27816,0.81,0.436,0.242,768,1073
27817,0.808,0.433,0.273,257,630
27818,0.808,0.439,0.258,146,850
27819,0.807,0.414,0.273,127,236
27820,0.805,0.4,0.273,25,818
27821,0.804,0.408,0.242,793,1691
27822,0.804,0.436,0.182,168,1609
27823,0.802,0.389,0.182,838,1752
27824,0.801,0.358,0.197,143,1454
27825,0.8,0.442,0.106,631,859
27826,0.8,0.603,0.106,445,868
27827,0.801,0.669,0.106,45,907
27828,0.802,0.733,0.136,189,1936
27829,0.802,0.758,0.197,311,623
27830,0.805,0.772,0.227,849,1129
27831,0.807,0.778,0.182,962,1679
27832,0.808,0.75,0.167,330,1060
27833,0.81,0.711,0.197,613,663
27834,0.812,0.686,0.212,284,1837
27835,0.814,0.664,0.227,720,750
27836,0.815,0.6,0.182,707,1345
27837,0.815,0.533,0.152,890,1539
27838,0.816,0.608,0.197,838,1309
27839,0.818,0.581,0.227,602,1617
27840,0.818,0.55,0.303,790,1748
27841,0.82,0.519,0.318,530,762
27842,0.82,0.556,0.106,848,1723
27843,0.82,0.65,0.091,778,1501
27844,0.821,0.703,0.152,550,801
27845,0.823,0.678,0.121,697,1111
27846,0.823,0.522,0.076,298,1848
27847,0.823,0.367,0.091,781,1079
27848,0.821,0.278,0.121,888,1987
27849,0.82,0.233,0.106,976,1982
27850,0.82,0.214,0.152,517,553
27851,0.818,0.164,0.121,124,580
27852,0.818,0.136,0.136,519,1362
27853,0.816,0.147,0.106,478,866
27854,0.816,0.289,0.061,617,1005
27855,0.815,0.361,0.167,354,1992
27856,0.814,0.461,0.152,843,1277
27857,0.814,0.564,0.182,571,1137
27858,0.815,0.539,0.152,576,696
27859,0.815,0.533,0.152,142,884
27860,0.816,0.542,0.167,344,709
27861,0.816,0.594,0.182,754,1428
27862,0.818,0.592,0.167,550,1350
27863,0.818,0.408,0.167,509,1094
27864,0.816,0.381,0.182,783,1160
27865,0.815,0.361,0.167,406,1872
27866,0.814,0.356,0.167,10,432
27867,0.813,0.439,0.121,262,553
27868,0.813,0.394,0.121,656,1063
27869,0.812,0.322,0.106,807,902
27870,0.811,0.3,0.076,770,1802
27871,0.81,0.336,0.061,902,1336
27872,0.81,0.325,0.045,295,1834
27873,0.809,0.125,0.045,849,911
27874,0.809,0.092,0.076,655,1282
27875,0.808,0.225,0.091,577,707
27876,0.808,0.211,0.061,974,1327
27877,0.808,0.017,0.106,114,724
27878,0.808,0.05,0.197,829,840
27879,0.807,0.086,0.212,311,723
27880,0.806,0.094,0.152,573,1636
27881,0.806,0.125,0.106,537,1126
27882,0.804,0.178,0.152,160,674
27883,0.802,0.147,0.106,235,1274
27884,0.802,0.117,0.091,728,1228
27885,0.802,0.203,0.106,464,1687
27886,0.801,0.411,0.091,983,1158
27887,0.801,0.419,0.182,93,379
27888,0.799,0.425,0.212,545,620
27889,0.799,0.458,0.197,6,1850
27890,0.798,0.425,0.212,326,1973
27891,0.798,0.481,0.182,171,805
27892,0.798,0.489,0.182,105,1940
27893,0.798,0.403,0.167,85,308
27894,0.797,0.325,0.212,731,1864
27895,0.794,0.289,0.303,292,1785
27896,0.791,0.3,0.273,158,1157
27897,0.789,0.375,0.152,968,1318
27898,0.789,0.403,0.167,428,1728
27899,0.787,0.447,0.182,470,1207
27900,0.787,0.489,0.197,549,1268
27901,0.787,0.444,0.258,170,1689
27902,0.786,0.419,0.303,767,1797
27903,0.784,0.433,0.258,668,1557
27904,0.784,0.406,0.182,306,1740
27905,0.782,0.289,0.197,586,1368
27906,0.78,0.2,0.152,104,676
27907,0.78,0.047,0.152,593,1790
27908,0.78,0.981,0.212,22,1447
27909,0.78,0.017,0.242,369,972
27910,0.78,0.019,0.242,854,1332
27911,0.78,0.994,0.242,666,1066
27912,0.78,0.064,0.258,546,987
27913,0.778,0.097,0.288,739,1184
27914,0.776,0.103,0.242,399,674
27915,0.775,0.125,0.227,303,458
27916,0.774,0.125,0.227,501,1142
27917,0.772,0.094,0.182,279,1782
27918,0.772,0.119,0.152,29,1784
27919,0.77,0.219,0.182,447,699
27920,0.769,0.261,0.197,447,705
27921,0.767,0.272,0.212,668,700
27922,0.765,0.264,0.152,828,1276
27923,0.764,0.25,0.136,312,1435
27924,0.762,0.25,0.136,594,1969
27925,0.761,0.269,0.091,969,1705
27926,0.76,0.358,0.045,718,1023
27927,0.76,0.5,0.045,748,1528
27928,0.76,0.45,0.03,961,1261
27929,0.76,0.189,0.045,409,851
27930,0.759,0.072,0.106,452,1168
27931,0.76,0.994,0.212,715,786
27932,0.76,0.008,0.242,35,81
27933,0.76,0.964,0.273,947,1680
27934,0.761,0.928,0.288,571,1703
27935,0.763,0.981,0.242,770,1135
27936,0.762,0.083,0.258,58,526
27937,0.76,0.128,0.288,936,1265
27938,0.757,0.117,0.288,479,1038
27939,0.757,0.114,0.303,883,1764
27940,0.754,0.189,0.455,412,1306
27941,0.747,0.214,0.5,495,979
27942,0.744,0.203,0.394,684,1109
27943,0.741,0.194,0.379,738,875
27944,0.737,0.194,0.348,108,530
27945,0.735,0.197,0.273,455,1337
27946,0.733,0.219,0.227,317,334
27947,0.73,0.258,0.242,164,1367
27948,0.728,0.314,0.106,655,1307
27949,0.729,0.767,0.136,613,1452
27950,0.73,0.814,0.303,113,238
27951,0.734,0.839,0.348,272,1470
27952,0.736,0.861,0.394,285,1741
27953,0.74,0.867,0.409,993,1369
27954,0.742,0.881,0.364,963,1609
27955,0.744,0.856,0.394,262,1852
27956,0.749,0.825,0.485,345,1572
27957,0.752,0.817,0.394,556,997
27958,0.755,0.831,0.288,196,225
27959,0.757,0.847,0.242,363,748
27960,0.759,0.864,0.197,271,1789
27961,0.76,0.861,0.182,326,958
27962,0.762,0.853,0.212,946,1395
27963,0.763,0.928,0.152,801,1081
27964,0.763,0.069,0.136,439,779
27965,0.763,0.05,0.106,872,1363
27966,0.762,0.017,0.091,685,1763
27967,0.762,0.069,0.136,983,1770
27968,0.761,0.058,0.167,616,1172
27969,0.761,0.019,0.167,49,1701
27970,0.761,0.061,0.167,874,1519
27971,0.76,0.125,0.197,268,1969
27972,0.758,0.114,0.197,487,1682
27973,0.757,0.069,0.197,483,1376
27974,0.757,0.05,0.182,872,950
27975,0.757,0.05,0.167,798,1919
27976,0.756,0.064,0.182,17,182
27977,0.755,0.125,0.212,385,1396
27978,0.753,0.147,0.242,531,868
27979,0.752,0.153,0.288,628,867
27980,0.749,0.153,0.318,404,751
27981,0.747,0.106,0.227,351,633
27982,0.747,0.064,0.227,155,1852
27983,0.746,0.064,0.273,629,1592
27984,0.745,0.044,0.242,917,1108
27985,0.744,0.964,0.197,210,990
27986,0.745,0.842,0.227,163,1094
27987,0.747,0.758,0.197,926,1172
27988,0.748,0.669,0.121,803,893
27989,0.749,0.636,0.076,536,1781
27990,0.749,0.625,0.015,707,726
27991,0.749,0.25,0.076,604,925
27992,0.748,0.267,0.106,474,927
27993,0.747,0.325,0.045,693,1742
27994,0.747,0.281,0.061,422,1026
27995,0.747,0.2,0.076,212,273
27996,0.746,0.153,0.121,308,1875
27997,0.745,0.131,0.121,62,286
27998,0.745,0.175,0.106,570,1079
27999,0.743,0.194,0.106,820,1119
28000,0.743,0.147,0.136,40,1152
28001,0.741,0.131,0.167,532,705
28002,0.741,0.147,0.152,902,1735
28003,0.739,0.197,0.182,865,1258
28004,0.737,0.225,0.152,254,293
28005,0.736,0.306,0.121,936,1223
28006,0.735,0.431,0.106,720,1696
28007,0.735,0.567,0.136,463,1773
28008,0.736,0.564,0.182,384,898
28009,0.737,0.592,0.227,681,1122
28010,0.739,0.594,0.182,619,770
28011,0.739,0.494,0.091,752,1211
28012,0.739,0.35,0.091,660,1149
28013,0.737,0.281,0.061,800,1268
28014,0.737,0.983,0.106,370,1353
28015,0.737,0.083,0.258,856,1751
28016,0.735,0.133,0.333,730,984
28017,0.733,0.161,0.288,111,1452
28018,0.73,0.214,0.197,175,1275
28019,0.729,0.45,0.076,537,1086
28020,0.73,0.556,0.121,730,1285
28021,0.73,0.542,0.045,120,1978
28022,0.73,0.133,0.091,573,1668
28023,0.729,0.175,0.227,930,1309
28024,0.727,0.181,0.242,712,1749
28025,0.725,0.2,0.212,474,763
28026,0.723,0.236,0.212,591,1194
28027,0.721,0.269,0.152,738,1351
28028,0.72,0.306,0.076,948,1757
28029,0.72,0.414,0.061,395,1195
28030,0.719,0.469,0.106,754,1149
28031,0.719,0.486,0.121,389,511
28032,0.719,0.369,0.152,479,720
28033,0.717,0.3,0.227,739,1444
28034,0.715,0.308,0.045,264,1285
28035,0.716,0.889,0.061,979,1457
28036,0.716,0.956,0.106,870,1266
28037,0.719,0.836,0.121,122,1868
28038,0.719,0.164,0.015,405,428
28039,0.718,0.308,0.045,760,860
28040,0.718,0.625,0.03,699,1446
28041,0.718,0.4,0.03,431,676
28042,0.718,0.469,0.015,200,905
28043,0.719,0.164,0.045,173,1785
28044,0.718,0.219,0.121,191,828
28045,0.716,0.331,0.03,63,1567
28046,0.717,0.558,0.045,453,1618
28047,0.717,0.422,0.061,719,923
28048,0.716,0.244,0.076,941,1134
28049,0.715,0.117,0.106,573,1368
28050,0.715,0.081,0.136,893,1454
28051,0.714,0.147,0.182,8,1259
28052,0.713,0.181,0.197,966,1690
28053,0.711,0.175,0.121,668,888
28054,0.71,0.136,0.076,346,1900
28055,0.71,0.114,0.076,753,1451
28056,0.709,0.117,0.091,349,1045
28057,0.708,0.103,0.106,985,1329
28058,0.708,0.033,0.091,305,1937
28059,0.709,0.094,0.076,431,1169
28060,0.708,0.158,0.106,193,1280
28061,0.707,0.158,0.106,750,1351
28062,0.706,0.111,0.106,23,480
28063,0.706,0.033,0.136,107,1772
28064,0.706,0.022,0.152,432,1711
28065,0.706,0.044,0.136,582,667
28066,0.705,0.056,0.121,875,1602
28067,0.705,0.108,0.152,332,646
28068,0.703,0.1,0.121,90,334
28069,0.703,0.083,0.076,70,1449
28070,0.703,0.194,0.152,587,869
28071,0.701,0.197,0.167,677,1440
28072,0.699,0.125,0.106,875,941
28073,0.699,0.969,0.061,756,1063
28074,0.7,0.772,0.03,488,1076
28075,0.7,0.25,0.061,859,1576
28076,0.698,0.194,0.121,81,238
28077,0.698,0.147,0.076,929,1881
28078,0.698,0.214,0.121,743,1763
28079,0.696,0.228,0.152,869,1887
28080,0.694,0.219,0.136,703,951
28081,0.693,0.247,0.167,243,346
28082,0.692,0.272,0.242,603,764
28083,0.689,0.303,0.258,766,1844
28084,0.687,0.361,0.242,435,1763
28085,0.686,0.369,0.288,367,799
28086,0.683,0.35,0.318,422,884
28087,0.681,0.339,0.242,433,1432
28088,0.679,0.225,0.076,532,1287
28089,0.679,0.95,0.152,975,1024
28090,0.68,0.953,0.242,252,1752
28091,0.681,0.944,0.303,803,1700
28092,0.682,0.942,0.333,911,1028
28093,0.684,0.983,0.303,181,1484
28094,0.683,0.992,0.273,601,640
28095,0.684,0.956,0.258,790,1824
28096,0.685,0.961,0.212,939,1498
28097,0.685,0.047,0.152,724,1085
28098,0.684,0.147,0.136,276,769
28099,0.683,0.175,0.076,677,774
28100,0.682,0.233,0.076,113,164
28101,0.681,0.203,0.091,526,939
28102,0.681,0.103,0.106,275,789
28103,0.68,0.086,0.152,733,1770
28104,0.679,0.1,0.167,345,1270
28105,0.678,0.089,0.152,59,273
28106,0.677,0.081,0.136,433,1640
28107,0.677,0.103,0.106,214,1725
28108,0.676,0.117,0.091,216,1912
28109,0.676,0.061,0.061,180,341
28110,0.676,0.203,0.136,141,1838
28111,0.674,0.281,0.273,149,792
28112,0.671,0.314,0.364,340,921
28113,0.667,0.35,0.364,996,1102
28114,0.665,0.406,0.303,288,1954
28115,0.664,0.425,0.288,851,1500
28116,0.662,0.403,0.288,505,1174
28117,0.66,0.403,0.242,829,1286
28118,0.659,0.356,0.182,142,1950
28119,0.658,0.269,0.121,597,759
28120,0.657,0.208,0.106,77,151
28121,0.656,0.189,0.061,896,1673
28122,0.656,0.875,0.015,938,1500
28123,0.657,0.392,0.045,698,1208
28124,0.656,0.386,0.136,15,1414
28125,0.655,0.45,0.136,688,1878
28126,0.655,0.417,0.136,136,368
28127,0.654,0.319,0.167,257,265
28128,0.652,0.211,0.106,66,879
28129,0.651,0.058,0.121,247,1346
28130,0.651,0.956,0.167,644,965
28131,0.653,0.942,0.167,733,1103
28132,0.653,0.039,0.136,449,1510
28133,0.652,0.136,0.136,96,1630
28134,0.651,0.1,0.136,692,1451
28135,0.651,0.972,0.136,111,427
28136,0.652,0.969,0.136,297,1704
28137,0.651,0.125,0.106,433,1494
28138,0.65,0.256,0.136,505,1995
28139,0.649,0.283,0.121,717,1355
28140,0.648,0.242,0.121,782,1565
28141,0.646,0.15,0.091,110,330
28142,0.647,0.044,0.121,27,1914
28143,0.646,0.086,0.152,630,1930
28144,0.645,0.108,0.136,583,726
28145,0.644,0.108,0.091,246,1230
28146,0.644,0.125,0.061,341,683
28147,0.643,0.125,0.061,435,1561
28148,0.819,0.814,0.061,681,1418
28149,0.819,0.961,0.167,625,1305
28150,0.82,0.967,0.182,437,468
28151,0.82,0.064,0.136,74,537
28152,0.819,0.061,0.121,529,1503
28153,0.819,0.108,0.152,65,1988
28154,0.817,0.175,0.273,89,1003
28155,0.814,0.172,0.288,319,1790
28156,0.812,0.183,0.318,112,184
28157,0.808,0.208,0.197,397,853
28158,0.808,0.381,0.152,489,1044
28159,0.807,0.492,0.197,615,1392
28160,0.808,0.589,0.227,111,736
28161,0.809,0.553,0.152,499,1553
28162,0.809,0.525,0.152,318,1941
28163,0.809,0.578,0.227,208,1409
28164,0.811,0.608,0.273,427,517
28165,0.813,0.564,0.212,724,870
28166,0.813,0.564,0.227,487,1543
28167,0.814,0.556,0.288,32,510
28168,0.814,0.553,0.318,270,1000
28169,0.816,0.544,0.318,241,1047
28170,0.816,0.517,0.288,510,1706
28171,0.817,0.533,0.273,389,1888
28172,0.817,0.528,0.258,272,1341
28173,0.818,0.553,0.242,429,1380
28174,0.819,0.547,0.197,962,1770
28175,0.819,0.511,0.152,374,1325
28176,0.819,0.447,0.152,424,1902
28177,0.818,0.406,0.182,306,1790
28178,0.817,0.411,0.212,798,1597
28179,0.816,0.411,0.273,862,1463
28180,0.814,0.431,0.288,744,1031
28181,0.814,0.428,0.303,894,1302
28182,0.812,0.425,0.303,191,797
28183,0.811,0.45,0.288,229,1746
28184,0.81,0.436,0.303,585,1633
28185,0.808,0.428,0.288,514,1669
28186,0.808,0.486,0.227,38,898
28187,0.808,0.492,0.227,345,1394
28188,0.808,0.419,0.288,836,938
28189,0.806,0.433,0.303,823,1928
28190,0.806,0.45,0.288,981,1442
28191,0.804,0.433,0.288,579,1473
28192,0.804,0.414,0.273,155,1709
28193,0.802,0.422,0.242,68,1934
28194,0.801,0.467,0.227,516,1902
28195,0.801,0.425,0.212,140,269
28196,0.799,0.389,0.182,5,150
28197,0.798,0.494,0.091,585,1441
28198,0.799,0.65,0.091,136,1607
28199,0.8,0.703,0.136,136,1122
28200,0.802,0.75,0.167,938,1271
28201,0.804,0.778,0.212,128,133
28202,0.806,0.786,0.242,638,1521
28203,0.808,0.803,0.167,129,1364
28204,0.808,0.767,0.106,748,1736
28205,0.809,0.717,0.152,846,2000
28206,0.811,0.7,0.182,358,1909
28207,0.813,0.639,0.167,482,1938
28208,0.814,0.589,0.182,766,1013
28209,0.814,0.55,0.152,482,509
28210,0.814,0.581,0.182,651,913
28211,0.816,0.547,0.197,469,1152
28212,0.815,0.517,0.227,74,499
28213,0.816,0.539,0.242,110,1553
28214,0.816,0.528,0.197,312,701
28215,0.817,0.572,0.167,156,515
28216,0.818,0.608,0.152,814,1028
28217,0.819,0.653,0.121,977,1417
28218,0.82,0.65,0.091,276,1355
28219,0.82,0.647,0.152,740,1430
28220,0.822,0.594,0.152,283,1358
28221,0.822,0.5,0.136,671,1094
28222,0.822,0.467,0.121,367,1267
28223,0.822,0.367,0.091,808,1012
28224,0.821,0.25,0.076,55,1205
28225,0.82,0.225,0.136,253,1946
28226,0.819,0.206,0.091,187,869
28227,0.819,0.203,0.091,880,1609
28228,0.817,0.261,0.152,585,1359
28229,0.816,0.333,0.167,111,1665
28230,0.814,0.35,0.182,486,1918
28231,0.813,0.422,0.106,171,1905
